Source,Target,Type,Label,Symptom_Occurence,Association_Strength,Weight
C0312422,C0005001,Directed,blackout,13,0.9,10.16
C0149746,C0005001,Directed,orthostasis,6,0.8666666666666667,10.453333333333335
C0085619,C0005001,Directed,orthopnea,15,0.8333333333333334,9.466666666666669
C0028081,C0005001,Directed,night sweat,18,0.8,8.96
C0476273,C0005001,Directed,distress respiratory,14,0.7666666666666667,9.013333333333334
C0003123,C0005001,Directed,anorexia,8,0.7333333333333333,9.226666666666667
C0013362,C0005001,Directed,dysarthria,6,0.7,9.12
C0020461,C0022660,Directed,hyperkalemia,9,0.9666666666666667,11.013333333333335
C0020649,C0022660,Directed,hypotension,19,0.9333333333333333,9.946666666666667
C0020598,C0022660,Directed,hypocalcemia result,2,0.9,11.040000000000001
C0028961,C0022660,Directed,oliguria,6,0.8666666666666667,10.453333333333335
C0578150,C0022660,Directed,hemodynamically stable,11,0.8333333333333334,9.786666666666669
C0004093,C0022660,Directed,asthenia,24,0.8,8.48
C0020672,C0022660,Directed,"hypothermia, natural",4,0.7666666666666667,9.813333333333334
C0011991,C0022660,Directed,diarrhea,30,0.7333333333333333,7.466666666666667
C0019080,C0022660,Directed,haemorrhage,15,0.7,8.399999999999999
C0241526,C0022660,Directed,unresponsiveness,25,0.6666666666666666,7.333333333333334
C0392680,C0026266,Directed,shortness of breath,49,0.9666666666666667,7.813333333333334
C0231807,C0026266,Directed,dyspnea on exertion,11,0.9333333333333333,10.58666666666667
C0231221,C0026266,Directed,asymptomatic,2,0.9,11.040000000000001
C0086439,C0026266,Directed,hypokinesia,13,0.8666666666666667,9.893333333333334
C0013404,C0026266,Directed,dyspnea,24,0.8333333333333334,8.746666666666666
C0039070,C0026266,Directed,syncope,15,0.8,9.200000000000001
C0205400,C0026266,Directed,thicken,16,0.7666666666666667,8.853333333333333
C0238705,C0026266,Directed,left atrial hypertrophy,4,0.7333333333333333,9.546666666666667
C0030252,C0026266,Directed,palpitation,10,0.7,8.8
C0015672,C0026266,Directed,fatigue,12,0.6666666666666666,8.373333333333333
C0042963,C0026266,Directed,vomiting,26,0.6333333333333333,6.986666666666668
C0030193,C0026266,Directed,pain,44,0.6,5.28
C0018800,C0026266,Directed,cardiomegaly,4,0.5666666666666667,8.213333333333335
C0235710,C0026266,Directed,chest discomfort,7,0.5333333333333333,7.706666666666667
C0030193,C0003864,Directed,pain,44,0.9666666666666667,8.213333333333335
C0578150,C0003864,Directed,hemodynamically stable,11,0.9333333333333333,10.58666666666667
C0917801,C0003864,Directed,sleeplessness,11,0.9,10.32
C0004093,C0003864,Directed,asthenia,24,0.8666666666666667,9.013333333333334
C0039070,C0003864,Directed,syncope,15,0.8333333333333334,9.466666666666669
C0038999,C0003864,Directed,swelling,14,0.8,9.280000000000001
C0741302,C0003864,Directed,atypia,2,0.7666666666666667,9.973333333333334
C0427108,C0003864,Directed,general unsteadiness,2,0.7333333333333333,9.706666666666667
C0392680,C0003864,Directed,shortness of breath,49,0.7,5.68
C0000731,C0003864,Directed,distended abdomen,7,0.6666666666666666,8.773333333333333
C0010200,C0006277,Directed,cough,25,0.9666666666666667,9.733333333333334
C0043144,C0006277,Directed,wheezing,11,0.9333333333333333,10.58666666666667
C0392680,C0006277,Directed,shortness of breath,49,0.9,7.280000000000001
C0232292,C0006277,Directed,chest tightness,9,0.8666666666666667,10.213333333333335
C0015967,C0006277,Directed,fever,39,0.8333333333333334,7.546666666666667
C0242429,C0006277,Directed,throat sore,6,0.8,9.920000000000002
C0239134,C0006277,Directed,productive cough,11,0.7666666666666667,9.253333333333334
C0019214,C0006277,Directed,hepatosplenomegaly,3,0.7333333333333333,9.626666666666667
C0028081,C0006277,Directed,night sweat,18,0.7,8.16
C0019079,C0006277,Directed,haemoptysis,6,0.6666666666666666,8.853333333333333
C0553668,C0006277,Directed,labored breathing,5,0.6333333333333333,8.666666666666668
C1260880,C0006277,Directed,snuffle,5,0.6,8.4
C0239133,C0006277,Directed,hacking cough,2,0.5666666666666667,8.373333333333333
C0013404,C0006277,Directed,dyspnea,24,0.5333333333333333,6.346666666666668
C0085593,C0006277,Directed,chill,26,0.5,5.920000000000001
C0038450,C0006277,Directed,stridor,2,0.4666666666666667,7.573333333333334
C0043096,C0006277,Directed,decreased body weight,27,0.43333333333333335,5.3066666666666675
C0013362,C0018989,Directed,dysarthria,6,0.9666666666666667,11.253333333333336
C0030552,C0018989,Directed,paresis,4,0.9333333333333333,11.146666666666667
C0004093,C0018989,Directed,asthenia,24,0.9,9.280000000000001
C0221470,C0018989,Directed,aphagia,2,0.8666666666666667,10.773333333333333
C0036572,C0018989,Directed,seizure,10,0.8333333333333334,9.866666666666667
C0234518,C0018989,Directed,speech slurred,5,0.8,10.000000000000002
C0751495,C0018989,Directed,focal seizures,1,0.7666666666666667,10.053333333333335
C0018991,C0018989,Directed,hemiplegia,10,0.7333333333333333,9.066666666666666
C0423571,C0018989,Directed,abnormal sensation,1,0.7,9.52
C0241526,C0018989,Directed,unresponsiveness,25,0.6666666666666666,7.333333333333334
C0085628,C0018989,Directed,stupor,3,0.6333333333333333,8.826666666666668
C0013144,C0018989,Directed,drowsiness,12,0.6,7.84
C0234450,C0018989,Directed,sleepy,12,0.5666666666666667,7.573333333333334
C0231890,C0018989,Directed,fremitus,4,0.5333333333333333,7.946666666666667
C0271276,C0018989,Directed,Stahli's line,3,0.5,7.76
C0677500,C0018989,Directed,stinging sensation,1,0.4666666666666667,7.653333333333334
C0522224,C0018989,Directed,paralyse,2,0.43333333333333335,7.306666666666667
C0009024,C0018989,Directed,clonus,5,0.4,6.800000000000002
C0427055,C0018989,Directed,facial paresis,10,0.36666666666666664,6.133333333333334
C0242453,C0029456,Directed,prostatism,9,0.9666666666666667,11.013333333333335
C0085639,C0029456,Directed,fall,9,0.9333333333333333,10.746666666666666
C0019572,C0029456,Directed,hirsutism,3,0.9,10.96
C0558361,C0029456,Directed,sniffle,1,0.8666666666666667,10.853333333333332
C0000731,C0029456,Directed,distended  abdomen,7,0.8333333333333334,10.10666666666667
C0042571,C0029456,Directed,vertigo,6,0.8,9.920000000000002
C0239832,C0029456,Directed,numbness  of hand,4,0.7666666666666667,9.813333333333334
C0233565,C0029456,Directed,bradykinesia,1,0.7333333333333333,9.786666666666667
C0030193,C0029456,Directed,pain,44,0.7,6.08
C0039070,C0029456,Directed,syncope,15,0.6666666666666666,8.133333333333333
C0848168,C0029456,Directed,out  of breath,3,0.6333333333333333,8.826666666666668
C0277797,C0029456,Directed,apyrexial,22,0.6,7.039999999999999
C0150045,C0029456,Directed,urge  incontinence,5,0.5666666666666667,8.133333333333335
C0220870,C0029456,Directed,lightheadedness,5,0.5333333333333333,7.866666666666667
C0234518,C0007787,Directed,speech slurred,5,0.9666666666666667,11.333333333333336
C0013362,C0007787,Directed,dysarthria,6,0.9333333333333333,10.986666666666666
C0427055,C0007787,Directed,facial paresis,10,0.9,10.4
C0004093,C0007787,Directed,asthenia,24,0.8666666666666667,9.013333333333334
C0151315,C0007787,Directed,neck stiffness,4,0.8333333333333334,10.346666666666668
C0042571,C0007787,Directed,vertigo,6,0.8,9.920000000000002
C0028643,C0007787,Directed,numbness,6,0.7666666666666667,9.653333333333334
C0220870,C0007787,Directed,lightheadedness,5,0.7333333333333333,9.466666666666669
C0234133,C0007787,Directed,extrapyramidal sign,2,0.7,9.44
C0271276,C0007787,Directed,Stahli's line,3,0.6666666666666666,9.093333333333334
C0344232,C0007787,Directed,vision blurred,2,0.6333333333333333,8.906666666666666
C0018681,C0007787,Directed,headache,12,0.6,7.84
C0848277,C0007787,Directed,room spinning,3,0.5666666666666667,8.293333333333333
C0039070,C0007787,Directed,syncope,15,0.5333333333333333,7.066666666666666
C1299586,C0007787,Directed,difficulty,12,0.5,7.040000000000001
C0423982,C0007787,Directed,rambling speech,1,0.4666666666666667,7.653333333333334
C0233844,C0007787,Directed,clumsiness,1,0.43333333333333335,7.386666666666667
C0577559,C0001418,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0221198,C0001418,Directed,lesion,21,0.9333333333333333,9.786666666666667
C0043096,C0001418,Directed,decreased body weight,27,0.9,9.040000000000001
C0009806,C0001418,Directed,constipation,10,0.8666666666666667,10.133333333333335
C0231890,C0001418,Directed,fremitus,4,0.8333333333333334,10.346666666666668
C0278014,C0001418,Directed,decreased stool caliber,2,0.8,10.24
C0239233,C0001418,Directed,satiety early,3,0.7666666666666667,9.893333333333334
C0018932,C0001418,Directed,hematochezia,1,0.7333333333333333,9.786666666666667
C0231872,C0001418,Directed,egophony,4,0.7,9.28
C0030193,C0001418,Directed,pain,44,0.6666666666666666,5.8133333333333335
C0008767,C0001418,Directed,cicatrisation,4,0.6333333333333333,8.746666666666666
C0241158,C0001418,Directed,scar tissue,5,0.6,8.4
C0000737,C0001418,Directed,pain abdominal,29,0.5666666666666667,6.213333333333334
C0233762,C1456784,Directed,hallucinations auditory,15,0.9666666666666667,10.533333333333335
C0233763,C1456784,Directed,hallucinations visual,10,0.9333333333333333,10.666666666666668
C0085631,C1456784,Directed,agitation,21,0.9,9.520000000000001
C0022107,C1456784,Directed,irritable mood,14,0.8666666666666667,9.813333333333334
C0424068,C1456784,Directed,verbal auditory hallucinations,7,0.8333333333333334,10.10666666666667
C0424000,C1456784,Directed,feeling suicidal,16,0.8,9.120000000000001
C0438696,C1456784,Directed,suicidal,14,0.7666666666666667,9.013333333333334
C0558261,C1456784,Directed,terrify,3,0.7333333333333333,9.626666666666667
C0233647,C1456784,Directed,neologism,3,0.7,9.36
C0237154,C1456784,Directed,homelessness,9,0.6666666666666666,8.613333333333333
C0455769,C1456784,Directed,energy increased,6,0.6333333333333333,8.586666666666666
C0344315,C1456784,Directed,mood depressed,8,0.6,8.16
C0231187,C1456784,Directed,decompensation,3,0.5666666666666667,8.293333333333333
C0008767,C1456784,Directed,cicatrisation,4,0.5333333333333333,7.946666666666667
C0241158,C1456784,Directed,scar tissue,5,0.5,7.6
C0312422,C1456784,Directed,blackout,13,0.4666666666666667,6.693333333333333
C0240233,C1456784,Directed,loose associations,3,0.43333333333333335,7.226666666666667
C0042963,C0030305,Directed,vomiting,26,0.9666666666666667,9.653333333333334
C0000737,C0030305,Directed,pain abdominal,29,0.9333333333333333,9.146666666666668
C0027497,C0030305,Directed,nausea,24,0.9,9.280000000000001
C0030193,C0030305,Directed,pain,44,0.8666666666666667,7.413333333333334
C0011991,C0030305,Directed,diarrhea,30,0.8333333333333334,8.266666666666667
C0241252,C0030305,Directed,stool color yellow,3,0.8,10.16
C0424790,C0030305,Directed,rigor - temperature-associated observation,1,0.7666666666666667,10.053333333333335
C0277797,C0030305,Directed,apyrexial,22,0.7333333333333333,8.106666666666666
C0234233,C0030305,Directed,sore to touch,17,0.7,8.24
C0221166,C0021167,Directed,paraparesis,3,0.9666666666666667,11.493333333333332
C0036572,C0021167,Directed,seizure,10,0.9333333333333333,10.666666666666668
C0004093,C0021167,Directed,asthenia,24,0.9,9.280000000000001
C0150045,C0021167,Directed,urge incontinence,5,0.8666666666666667,10.533333333333335
C0041657,C0021167,Directed,unconscious state,7,0.8333333333333334,10.10666666666667
C0236018,C0021167,Directed,aura,4,0.8,10.080000000000002
C0554980,C0021167,Directed,moody,3,0.7666666666666667,9.893333333333334
C0877040,C0021167,Directed,fear of falling,1,0.7333333333333333,9.786666666666667
C0040822,C0021167,Directed,tremor,15,0.7,8.399999999999999
C0037763,C0021167,Directed,spasm,4,0.6666666666666666,9.013333333333334
C0847488,C0021167,Directed,unhappy,3,0.6333333333333333,8.826666666666668
C0039070,C0021167,Directed,syncope,15,0.6,7.6
C0085639,C0021167,Directed,fall,9,0.5666666666666667,7.813333333333334
C0427008,C0021167,Directed,stiffness,4,0.5333333333333333,7.946666666666667
C0241526,C0021167,Directed,unresponsiveness,25,0.5,6.000000000000001
C0085619,C0013405,Directed,orthopnea,15,0.9666666666666667,10.533333333333335
C0392680,C0013405,Directed,shortness of breath,49,0.9333333333333333,7.546666666666667
C0231807,C0013405,Directed,dyspnea on exertion,11,0.9,10.32
C0240100,C0013405,Directed,jugular venous distention,7,0.8666666666666667,10.373333333333335
C0034642,C0013405,Directed,rale,22,0.8333333333333334,8.906666666666666
C0008031,C0013405,Directed,pain chest,21,0.8,8.72
C0030252,C0013405,Directed,palpitation,10,0.7666666666666667,9.333333333333334
C0038990,C0013405,Directed,sweat,12,0.7333333333333333,8.906666666666666
C0700590,C0013405,Directed,sweating increased,12,0.7,8.64
C0043094,C0013405,Directed,weight gain,4,0.6666666666666666,9.013333333333334
C0010200,C0013405,Directed,cough,25,0.6333333333333333,7.066666666666668
C0013404,C0013405,Directed,dyspnea,24,0.6,6.879999999999999
C0000737,C0019270,Directed,pain abdominal,29,0.9666666666666667,9.413333333333334
C0030193,C0019270,Directed,pain,44,0.9333333333333333,7.946666666666667
C0020578,C0019270,Directed,hyperventilation,1,0.9,11.120000000000001
C0278141,C0019270,Directed,excruciating pain,1,0.8666666666666667,10.853333333333332
C0016927,C0019270,Directed,gag,1,0.8333333333333334,10.58666666666667
C0027497,C0019270,Directed,nausea,24,0.8,8.48
C0872410,C0019270,Directed,posturing,2,0.7666666666666667,9.973333333333334
C0018991,C0019270,Directed,hemiplegia,10,0.7333333333333333,9.066666666666666
C0234233,C0019270,Directed,sore to touch,17,0.7,8.24
C0019080,C0019270,Directed,haemorrhage,15,0.6666666666666666,8.133333333333333
C0277797,C0019270,Directed,apyrexial,22,0.6333333333333333,7.306666666666668
C0149696,C0019270,Directed,food intolerance,5,0.6,8.4
C0277899,C0019270,Directed,pulse absent,1,0.5666666666666667,8.453333333333333
C0004093,C0019270,Directed,asthenia,24,0.5333333333333333,6.346666666666668
C0577559,C0019270,Directed,mass of body structure,20,0.5,6.4
C0205400,C0019270,Directed,thicken,16,0.4666666666666667,6.453333333333333
C0018965,C0376358,Directed,hematuria,8,0.9666666666666667,11.093333333333335
C0018965,C0600139,Directed,hematuria,8,0.9666666666666667,11.093333333333335
C0392699,C0376358,Directed,dysesthesia,2,0.9666666666666667,11.573333333333334
C0392699,C0600139,Directed,dysesthesia,2,0.9666666666666667,11.573333333333334
C0004093,C0376358,Directed,asthenia,24,0.9666666666666667,9.813333333333334
C0004093,C0600139,Directed,asthenia,24,0.9666666666666667,9.813333333333334
C0521516,C0376358,Directed,polymyalgia,4,0.9666666666666667,11.413333333333336
C0521516,C0600139,Directed,polymyalgia,4,0.9666666666666667,11.413333333333336
C0848621,C0376358,Directed,passed stones,2,0.9666666666666667,11.573333333333334
C0848621,C0600139,Directed,passed stones,2,0.9666666666666667,11.573333333333334
C0008033,C0376358,Directed,pleuritic pain,13,0.9666666666666667,10.693333333333335
C0008033,C0600139,Directed,pleuritic pain,13,0.9666666666666667,10.693333333333335
C0744492,C0376358,Directed,guaiac positive,9,0.9666666666666667,11.013333333333335
C0744492,C0600139,Directed,guaiac positive,9,0.9666666666666667,11.013333333333335
C0034642,C0376358,Directed,rale,22,0.9666666666666667,9.973333333333334
C0034642,C0600139,Directed,rale,22,0.9666666666666667,9.973333333333334
C0238844,C0376358,Directed,breath sounds decreased,7,0.9666666666666667,11.173333333333336
C0238844,C0600139,Directed,breath sounds decreased,7,0.9666666666666667,11.173333333333336
C0150045,C0376358,Directed,urge incontinence,5,0.9666666666666667,11.333333333333336
C0150045,C0600139,Directed,urge incontinence,5,0.9666666666666667,11.333333333333336
C0013428,C0376358,Directed,dysuria,5,0.9666666666666667,11.333333333333336
C0013428,C0600139,Directed,dysuria,5,0.9666666666666667,11.333333333333336
C0011991,C0376358,Directed,diarrhea,30,0.9666666666666667,9.333333333333334
C0011991,C0600139,Directed,diarrhea,30,0.9666666666666667,9.333333333333334
C0042571,C0376358,Directed,vertigo,6,0.9666666666666667,11.253333333333336
C0042571,C0600139,Directed,vertigo,6,0.9666666666666667,11.253333333333336
C0151878,C0376358,Directed,qt interval prolonged,4,0.9666666666666667,11.413333333333336
C0151878,C0600139,Directed,qt interval prolonged,4,0.9666666666666667,11.413333333333336
C0004134,C0376358,Directed,ataxia,4,0.9666666666666667,11.413333333333336
C0004134,C0600139,Directed,ataxia,4,0.9666666666666667,11.413333333333336
C0030552,C0376358,Directed,paresis,4,0.9666666666666667,11.413333333333336
C0030552,C0600139,Directed,paresis,4,0.9666666666666667,11.413333333333336
C0271202,C0376358,Directed,hemianopsia homonymous,3,0.9666666666666667,11.493333333333332
C0271202,C0600139,Directed,hemianopsia homonymous,3,0.9666666666666667,11.493333333333332
C1269955,C0376358,Directed,tumor cell invasion,10,0.9666666666666667,10.933333333333335
C1269955,C0600139,Directed,tumor cell invasion,10,0.9666666666666667,10.933333333333335
C0578150,C0376358,Directed,hemodynamically stable,11,0.9666666666666667,10.853333333333335
C0578150,C0600139,Directed,hemodynamically stable,11,0.9666666666666667,10.853333333333335
C0577559,C0376358,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0577559,C0600139,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0035508,C0376358,Directed,rhonchus,8,0.9666666666666667,11.093333333333335
C0035508,C0600139,Directed,rhonchus,8,0.9666666666666667,11.093333333333335
C0149746,C0376358,Directed,orthostasis,6,0.9666666666666667,11.253333333333336
C0149746,C0600139,Directed,orthostasis,6,0.9666666666666667,11.253333333333336
C0043096,C0376358,Directed,decreased body weight,27,0.9666666666666667,9.573333333333334
C0043096,C0600139,Directed,decreased body weight,27,0.9666666666666667,9.573333333333334
C0085606,C0034063,Directed,urgency of micturition,4,0.9666666666666667,11.413333333333336
C0392680,C0034063,Directed,shortness of breath,49,0.9333333333333333,7.546666666666667
C0034642,C0034063,Directed,rale,22,0.9,9.440000000000001
C0231835,C0034063,Directed,tachypnea,15,0.8666666666666667,9.733333333333334
C0085619,C0034063,Directed,orthopnea,15,0.8333333333333334,9.466666666666669
C0018862,C0034063,Directed,Heberden's node,1,0.8,10.32
C0240100,C0034063,Directed,jugular venous distention,7,0.7666666666666667,9.573333333333334
C0013404,C0034063,Directed,dyspnea,24,0.7333333333333333,7.946666666666666
C0038990,C0034063,Directed,sweat,12,0.7,8.64
C0700590,C0034063,Directed,sweating increased,12,0.6666666666666666,8.373333333333333
C0376405,C0034063,Directed,patient non compliance,15,0.6333333333333333,7.866666666666666
C0235710,C0034063,Directed,chest discomfort,7,0.6,8.24
C0020461,C0034063,Directed,hyperkalemia,9,0.5666666666666667,7.813333333333334
C0232201,C0034063,Directed,sinus rhythm,6,0.5333333333333333,7.786666666666667
C0008031,C0034063,Directed,pain chest,21,0.5,6.32
C0020649,C0034063,Directed,hypotension,19,0.4666666666666667,6.213333333333333
C0043144,C0034063,Directed,wheezing,11,0.43333333333333335,6.586666666666668
C0030193,C0024228,Directed,pain,44,0.9666666666666667,8.213333333333335
C0577559,C0024228,Directed,mass of body structure,20,0.9333333333333333,9.866666666666667
C0028081,C0024228,Directed,night sweat,18,0.9,9.760000000000002
C0038002,C0024228,Directed,splenomegaly,5,0.8666666666666667,10.533333333333335
C0221198,C0024228,Directed,lesion,21,0.8333333333333334,8.986666666666668
C0085593,C0024228,Directed,chill,26,0.8,8.32
C0043096,C0024228,Directed,decreased body weight,27,0.7666666666666667,7.9733333333333345
C0038999,C0024228,Directed,swelling,14,0.7333333333333333,8.746666666666666
C0015967,C0024228,Directed,fever,39,0.7,6.479999999999999
C0034880,C0024228,Directed,hyperacusis,2,0.6666666666666666,9.173333333333334
C0231890,C0024228,Directed,fremitus,4,0.6333333333333333,8.746666666666666
C0850149,C0024228,Directed,non-productive cough,11,0.6,7.92
C0231872,C0024228,Directed,egophony,4,0.5666666666666667,8.213333333333335
C0332575,C0024228,Directed,redness,7,0.5333333333333333,7.706666666666667
C0019209,C0024228,Directed,hepatomegaly,2,0.5,7.84
C0015672,C0024228,Directed,fatigue,12,0.4666666666666667,6.773333333333333
C0231807,C0003507,Directed,dyspnea on exertion,11,0.9666666666666667,10.853333333333335
C0039070,C0003507,Directed,syncope,15,0.9333333333333333,10.266666666666666
C0235710,C0003507,Directed,chest discomfort,7,0.9,10.64
C0232257,C0003507,Directed,systolic murmur,3,0.8666666666666667,10.693333333333332
C0036396,C0003507,Directed,sciatica,1,0.8333333333333334,10.58666666666667
C0002962,C0003507,Directed,angina pectoris,10,0.8,9.600000000000001
C0008031,C0003507,Directed,pain chest,21,0.7666666666666667,8.453333333333333
C0577979,C0003507,Directed,frothy sputum,1,0.7333333333333333,9.786666666666667
C0428977,C0003507,Directed,bradycardia,11,0.7,8.72
C0392680,C0003507,Directed,shortness of breath,49,0.6666666666666666,5.413333333333333
C0030193,C0003507,Directed,pain,44,0.6333333333333333,5.546666666666668
C0024103,C0006142,Directed,mass in breast,3,0.9666666666666667,11.493333333333332
C0024103,C0678222,Directed,mass in breast,3,0.9666666666666667,11.493333333333332
C0577559,C0006142,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0577559,C0678222,Directed,mass of body structure,20,0.9666666666666667,10.133333333333335
C0030554,C0006142,Directed,paresthesia,5,0.9666666666666667,11.333333333333336
C0030554,C0678222,Directed,paresthesia,5,0.9666666666666667,11.333333333333336
C0277845,C0006142,Directed,retropulsion,2,0.9666666666666667,11.573333333333334
C0277845,C0678222,Directed,retropulsion,2,0.9666666666666667,11.573333333333334
C0041834,C0006142,Directed,erythema,8,0.9666666666666667,11.093333333333335
C0041834,C0678222,Directed,erythema,8,0.9666666666666667,11.093333333333335
C1299586,C0006142,Directed,difficulty,12,0.9666666666666667,10.773333333333335
C1299586,C0678222,Directed,difficulty,12,0.9666666666666667,10.773333333333335
C0221198,C0006142,Directed,lesion,21,0.9666666666666667,10.053333333333335
C0221198,C0678222,Directed,lesion,21,0.9666666666666667,10.053333333333335
C0239301,C0006142,Directed,estrogen use,3,0.9666666666666667,11.493333333333332
C0239301,C0678222,Directed,estrogen use,3,0.9666666666666667,11.493333333333332
C0085624,C0006142,Directed,burning sensation,5,0.9666666666666667,11.333333333333336
C0085624,C0678222,Directed,burning sensation,5,0.9666666666666667,11.333333333333336
C0013404,C0006142,Directed,dyspnea,24,0.9666666666666667,9.813333333333334
C0013404,C0678222,Directed,dyspnea,24,0.9666666666666667,9.813333333333334
C0038999,C0006142,Directed,swelling,14,0.9666666666666667,10.613333333333335
C0038999,C0678222,Directed,swelling,14,0.9666666666666667,10.613333333333335
C0016579,C0006142,Directed,formication,4,0.9666666666666667,11.413333333333336
C0016579,C0678222,Directed,formication,4,0.9666666666666667,11.413333333333336
C0233762,C0036341,Directed,hallucinations auditory,15,0.9666666666666667,10.533333333333335
C0751229,C0036341,Directed,hypersomnolence,1,0.9333333333333333,11.386666666666667
C0022107,C0036341,Directed,irritable mood,14,0.9,10.08
C0424068,C0036341,Directed,verbal auditory hallucinations,7,0.8666666666666667,10.373333333333335
C0376405,C0036341,Directed,patient non compliance,15,0.8333333333333334,9.466666666666669
C0085631,C0036341,Directed,agitation,21,0.8,8.72
C0438696,C0036341,Directed,suicidal,14,0.7666666666666667,9.013333333333334
C0233481,C0036341,Directed,worry,12,0.7333333333333333,8.906666666666666
C0233763,C0036341,Directed,hallucinations visual,10,0.7,8.8
C0041667,C0036341,Directed,underweight,1,0.6666666666666666,9.253333333333334
C1319518,C0036341,Directed,underweight,1,0.6333333333333333,8.986666666666668
C0237154,C0036341,Directed,homelessness,9,0.6,8.08
C0000737,C0012813,Directed,pain abdominal,29,0.9666666666666667,9.413333333333334
C0549483,C0012813,Directed,abscess bacterial,7,0.9333333333333333,10.906666666666666
C0541911,C0012813,Directed,dullness,2,0.9,11.040000000000001
C0857199,C0012813,Directed,red blotches,1,0.8666666666666667,10.853333333333332
C0011991,C0012813,Directed,diarrhea,30,0.8333333333333334,8.266666666666667
C0234233,C0012813,Directed,sore to touch,17,0.8,9.040000000000001
C0013428,C0012813,Directed,dysuria,5,0.7666666666666667,9.733333333333334
C0030193,C0012813,Directed,pain,44,0.7333333333333333,6.346666666666668
C0042963,C0012813,Directed,vomiting,26,0.7,7.52
C0232201,C0012813,Directed,sinus rhythm,6,0.6666666666666666,8.853333333333333
C0232488,C0012813,Directed,colic abdominal,3,0.6333333333333333,8.826666666666668
C0277797,C0012813,Directed,apyrexial,22,0.6,7.039999999999999
C0232498,C0012813,Directed,abdominal tenderness,8,0.5666666666666667,7.893333333333334
C0015967,C0012813,Directed,fever,39,0.5333333333333333,5.146666666666667
C1273573,C0012813,Directed,unsteady gait,7,0.5,7.4399999999999995
C0205400,C0012813,Directed,thicken,16,0.4666666666666667,6.453333333333333
C0085606,C0012813,Directed,urgency of micturition,4,0.43333333333333335,7.146666666666668
C0003123,C0012813,Directed,anorexia,8,0.4,6.560000000000001
C0746619,C0012813,Directed,monoclonal,3,0.36666666666666664,6.693333333333333
C0009806,C0012813,Directed,constipation,10,0.3333333333333333,5.866666666666667
C0034642,C0546817,Directed,rale,22,0.9666666666666667,9.973333333333334
C0240100,C0546817,Directed,jugular venous distention,7,0.9333333333333333,10.906666666666666
C0020461,C0546817,Directed,hyperkalemia,9,0.9,10.48
C0085619,C0546817,Directed,orthopnea,15,0.8666666666666667,9.733333333333334
C0392680,C0546817,Directed,shortness of breath,49,0.8333333333333334,6.746666666666668
C0013144,C0546817,Directed,drowsiness,12,0.8,9.440000000000001
C0234450,C0546817,Directed,sleepy,12,0.7666666666666667,9.173333333333334
C0043094,C0546817,Directed,weight gain,4,0.7333333333333333,9.546666666666667
C0020621,C0546817,Directed,hypokalemia,2,0.7,9.44
C0020649,C0546817,Directed,hypotension,19,0.6666666666666666,7.8133333333333335
C0038999,C0546817,Directed,swelling,14,0.6333333333333333,7.946666666666666
C0000731,C0546817,Directed,distended abdomen,7,0.6,8.24
C0000737,C0030920,Directed,pain abdominal,29,0.9666666666666667,9.413333333333334
C0221166,C0030920,Directed,paraparesis,3,0.9333333333333333,11.226666666666667
C0027497,C0030920,Directed,nausea,24,0.9,9.280000000000001
C0042963,C0030920,Directed,vomiting,26,0.8666666666666667,8.853333333333333
C0521516,C0030920,Directed,polymyalgia,4,0.8333333333333334,10.346666666666668
C0848168,C0030920,Directed,out of breath,3,0.8,10.16
C0008031,C0030920,Directed,pain chest,21,0.7666666666666667,8.453333333333333
C0018991,C0030920,Directed,hemiplegia,10,0.7333333333333333,9.066666666666666
C0232517,C0030920,Directed,gurgle,6,0.7,9.12
C0020175,C0030920,Directed,hunger,2,0.6666666666666666,9.173333333333334
C0277797,C0030920,Directed,apyrexial,22,0.6333333333333333,7.306666666666668
C0027769,C0030920,Directed,nervousness,4,0.6,8.48
C0030193,C0029443,Directed,pain,44,0.9666666666666667,8.213333333333335
C0332575,C0029443,Directed,redness,7,0.9333333333333333,10.906666666666666
C0240813,C0029443,Directed,prostate tender,1,0.9,11.120000000000001
C0015967,C0029443,Directed,fever,39,0.8666666666666667,7.8133333333333335
C0241705,C0029443,Directed,difficulty passing urine,3,0.8333333333333334,10.42666666666667
C0234233,C0029443,Directed,sore to touch,17,0.8,9.040000000000001
C0038999,C0029443,Directed,swelling,14,0.7666666666666667,9.013333333333334
C0277797,C0029443,Directed,apyrexial,22,0.7333333333333333,8.106666666666666
C0041834,C0029443,Directed,erythema,8,0.7,8.959999999999999
C0549483,C0029443,Directed,abscess bacterial,7,0.6666666666666666,8.773333333333333
C0016512,C0029443,Directed,pain foot,1,0.6333333333333333,8.986666666666668
C0152032,C0029443,Directed,urinary hesitation,4,0.6,8.48
C0744740,C0017152,Directed,heme positive,3,0.9666666666666667,11.493333333333332
C0000737,C0017152,Directed,pain abdominal,29,0.9333333333333333,9.146666666666668
C0042963,C0017152,Directed,vomiting,26,0.9,9.120000000000001
C0281825,C0017152,Directed,disequilibrium,1,0.8666666666666667,10.853333333333332
C0027497,C0017152,Directed,nausea,24,0.8333333333333334,8.746666666666666
