Id,Label,condition
C1720859,"Familial Partial Lipodystrophy, Type 1",disease
C0030443,Familial Periodic Paralysis,disease
C0751483,Familial Retinoblastoma,disease
C1956258,Familial Thrombotic Thrombocytopenic Purpura,symptom
C0085106,Familial benign pemphigus,disease
C0343068,Familial cold urticaria,disease
C0221032,Familial generalized lipodystrophy,disease
C3245525,Familial renal glucosuria,disease
C0015625,Fanconi Anemia,disease
C0541957,"Fasciculation, Skeletal Muscle",symptom
C0015645,Fasciitis,disease
C0015652,Fascioliasis,disease
C0015655,Fascioloidiasis,disease
C0271708,Fasting Hypoglycemia,symptom
C0013928,Fat embolism (disorder),disease
C0015668,Fat necrosis,disease
C0206042,Fatal Familial Insomnia,disease
C0015702,Favism,disease
C0015704,Favre-Racouchot Syndrome,disease
C0015734,Fecal Impaction,disease
C0015732,Fecal Incontinence,symptom
C0525042,Feeding and Eating Disorders of Childhood,disease
C0079335,Feline Acquired Immunodeficiency Syndrome,disease
C0015765,Feline Panleukopenia,disease
C0085306,Feline infectious peritonitis,disease
C1721053,Female Athlete Triad Syndrome,disease
C0017411,Female Genital Diseases,disease
C1527404,Female Pseudo-Turner Syndrome,disease
C0238394,Female Pseudohermaphroditism,disease
C1720887,Female Urogenital Diseases,disease
C2936290,Femoracetabular Impingement,disease
C0015802,Femoral Fractures,disease
C0015806,Femoral Neck Fractures,disease
C0015807,Femoral Neoplasms,disease
C0751930,Femoral Neuritis,disease
C0015924,Fetal Anoxia,symptom
C0015934,Fetal Growth Retardation,disease
C0015938,Fetal Macrosomia,symptom
C2718076,Fetal Mummification,disease
C1285261,Fetal Nutrition Disorders,disease
C0015951,Fetal Resorption,disease
C0015959,Fetomaternal Transfusion,disease
C2909036,Fetus-to-fetus placental transfusion syndrome,disease
C0015967,Fever,symptom
C0205865,"Fibro-odontoma, Ameloblastic",disease
C0206650,Fibroadenoma,disease
C1527396,Fibrocystic Disease of Pancreas,disease
C4704884,Fibrocystic Dysplasia of Bone,disease
C0023267,Fibroid Tumor,disease
C0206646,"Fibromatosis, Abdominal",disease
C0079218,"Fibromatosis, Aggressive",disease
C0016049,"Fibromatosis, Gingival",disease
C0016052,Fibromuscular Dysplasia,disease
C0751153,"Fibromyalgia, Secondary",disease
C0016057,Fibrosarcoma,disease
C0016064,"Fibrous Dysplasia, Monostotic",disease
C0013884,Filarial Elephantiases,disease
C0242917,Filoviridae Infections,disease
C0016124,Finger Injuries,disease
C0040412,Fissured tongue,disease
C0026825,Flaccid Muscle Tone,symptom
C0016196,Flail Chest,disease
C0206608,Flavivirus Infections,disease
C1258223,Flavobacteriaceae Infections,disease
C0546817,Fluid overload,disease
C0016325,Fluoride Poisoning,disease
C0752323,Focal Clonic Seizures,disease
C0016395,Focal Dermal Hypoplasia,disease
C0016397,Focal Infection,disease
C0016398,"Focal Infection, Dental",disease
C0333980,Focal Nodular Hyperplasia,disease
C0016412,Folic Acid Deficiency,disease
C0016427,Follicular cyst,disease
C0206682,Follicular thyroid carcinoma,disease
C0016436,Folliculitis,disease
C0016470,Food Allergy,disease
C0679360,Foodborne Disease,disease
C0016507,"Foot Deformities, Acquired",disease
C0016509,Foot Dermatoses,disease
C0016510,Foot Diseases,disease
C0085119,Foot Ulcer,disease
C0016514,Foot-and-Mouth Disease,disease
C0016522,"Foramen Ovale, Patent",disease
C0016537,Forearm Injuries,disease
C0016548,Foreign-Body Migration,disease
C0016549,Foreign-Body Reaction,disease
C0238419,Fournier Gangrene,disease
C0271375,Fourth cranial nerve paresis,disease
C0016632,Fox Fordyce disease,disease
C0043540,Fracture of zygoma,disease
C0332712,"Fracture, spiral",symptom
C1564560,"Fractures, Cartilage",disease
C0206230,"Fractures, Crossunited",disease
C0524598,"Fractures, Occult",disease
C0016662,"Fractures, Open",disease
C0016665,"Fractures, Ununited",disease
C0950122,Frasier Syndrome,disease
C1959586,"Free Wall Rupture, Heart",disease
C0016697,Freemartinism,disease
C0016719,Friedreich Ataxia,disease
C0751181,Frontal Region Trauma,disease
C0016735,Frontal Sinusitis,disease
C0751072,Frontotemporal Lobar Degeneration,disease
C0338451,Frontotemporal dementia,disease
C0016736,Frostbite,disease
C0016752,"Fructose Metabolism, Inborn Errors",disease
C0016781,Fuchs Endothelial Dystrophy,disease
C0268221,Fucosidosis Type I,disease
C0559031,Functional Gastrointestinal Disorders,disease
C0014089,Functional encopresis,symptom
C0015405,Fungal eye infections,disease
C0085082,Fungemia,disease
C0206306,Furcation Defects,disease
C1850386,GIANT AXONAL NEUROPATHY 1,disease
C0751836,"Gait Ataxia, Sensory",symptom
C0231694,"Gait, Festinating",symptom
C3665358,Galactorrhea,disease
C0016977,Gall Bladder Diseases,disease
C0030662,"Gambling, Pathological",disease
C0751678,"Ganglioglioma, Benign",disease
C0206718,Ganglioneuroblastoma,disease
C0017075,Ganglioneuroma,disease
C0017083,Gangliosidoses,disease
C0268274,"Gangliosidoses, GM2",disease
C0085131,Gangliosidosis GM1,disease
C0017086,Gangrene,disease
C0017097,Gardner Syndrome,disease
C0017105,Gas Gangrene,disease
C0017107,Gas Poisoning,disease
C0267211,Gastric Antral Vascular Ectasia,disease
C0038353,Gastric Dilatation,disease
C0017128,Gastric Fistula,disease
C0017145,Gastric Varix,disease
C0162651,Gastric outlet obstruction,disease
C0038358,Gastric ulcer,disease
C0017150,Gastrinoma,disease
C0017152,Gastritis,symptom
C0017154,"Gastritis, Atrophic",disease
C0017155,"Gastritis, Hypertrophic",disease
C0017160,Gastroenteritis,symptom
C0017162,"Gastroenteritis, Transmissible, of Swine",disease
C0017168,Gastroesophageal reflux disease,disease
C3179349,Gastrointestinal Stromal Sarcoma,disease
C0152020,Gastroparesis,symptom
C0265706,Gastroschisis,disease
C0017205,Gaucher Disease,disease
C0231519,Gegenhalten,symptom
C5691433,Generalized Cortical Dysplasia,disease
C0017332,Generalized Nonconvulsive Seizure Disorder,disease
C0342751,Generalized glycogen storage disease of infants,disease
C0950123,"Genetic Diseases, Inborn",disease
C1138434,"Genetic Diseases, X-Linked",disease
C1563751,"Genetic Diseases, Y-Linked",disease
C0314657,Genetic Predisposition to Disease,disease
C0017412,"Genital Diseases, Male",disease
C0019342,Genital Herpes,disease
C1563718,Genital Infantilism,disease
C0017416,"Genital Neoplasms, Female",disease
C0017417,"Genital Neoplasms, Male",disease
C0751569,Genitourinary Cancer,disease
C0919532,Genomic Instability,disease
C1536085,Geographic Atrophy,disease
C0232480,Geophagia,disease
C0206660,Germinoma,disease
C0017494,Gerstmann Syndrome,symptom
C0017495,Gerstmann-Straussler-Scheinker Disease,disease
C0085207,Gestational Diabetes,disease
C0334588,Giant Cell Glioblastoma,disease
C0018194,Giant Cell Granuloma,disease
C0206638,Giant Cell Tumor of Bone,disease
C0017525,Giant Cell Tumors,disease
C0017536,Giardiasis,disease
C0017547,Gigantism,symptom
C0017551,Gilbert Disease (disorder),disease
C0005717,Gilchrist Disease,disease
C0040517,Gilles de la Tourette syndrome,disease
C0236001,Gingival Atrophy,disease
C0017565,Gingival Hemorrhage,disease
C0017566,Gingival Hyperplasia,disease
C0017567,Gingival Hypertrophy,disease
C0017570,Gingival Neoplasms,disease
C0376480,Gingival Overgrowth,disease
C0017571,Gingival Pocket,disease
C0017574,Gingivitis,disease
C0268450,Gitelman Syndrome,disease
C0017601,Glaucoma,disease
C0017609,"Glaucoma, Neovascular",disease
C0017612,"Glaucoma, Open-Angle",disease
C0017614,"Glaucoma, Suspect",disease
C0017638,Glioma,disease
C0023521,Globoid cell leukodystrophy,disease
C0017658,Glomerulonephritis,disease
C0017662,"Glomerulonephritis, Membranoproliferative",disease
C0017653,Glomus Tumor,disease
C3494181,"Glomus Tumors, Familial, 1",disease
C0474820,Glomus Tympanicum Tumor,disease
C0017672,Glossalgia,symptom
C0017675,Glossitis,disease
C0017677,"Glossitis, Benign Migratory",disease
C0751941,Glossopharyngeal Nerve Disorder,disease
C0017689,Glucagonoma,disease
C0271650,Glucose Intolerance (disease),disease
C1257958,Glucose Metabolism Disorders,disease
C1856401,Glutaric Aciduria IIA,disease
C0017919,Glycogen Storage Disease,disease
C0017920,Glycogen Storage Disease Type I,disease
C0017922,Glycogen Storage Disease Type III,disease
C0878677,Glycogen Storage Disease Type IIb,disease
C0017923,Glycogen Storage Disease Type IV,disease
C0017924,Glycogen Storage Disease Type V,disease
C0017926,Glycogen Storage Disease Type VII,disease
C0017927,Glycogen Storage Disease Type VIII,disease
C0017979,Glycosuria,symptom
C0018021,Goiter,symptom
C0265240,Goldenhar Syndrome,disease
C0018050,Gonadal Disorders,disease
C0018051,Gonadal Dysgenesis,disease
C0018054,"Gonadal Dysgenesis, 46,XY",disease
C0018055,"Gonadal Dysgenesis, Mixed",disease
C0206661,Gonadoblastoma,disease
C0339166,Gonococcal Ophthalmia Neonatorum,disease
C0018081,Gonorrhea,disease
C1532195,Gossypiboma,disease
C0018099,Gout,disease
C0018128,"Graft Occlusion, Vascular",disease
C0018133,Graft-vs-Host Disease,disease
C0085423,Gram-Negative Bacterial Infections,disease
C0085426,Gram-Positive Bacterial Infections,disease
C0085167,Granular cell tumor,disease
C0018188,Granuloma,disease
C0085074,Granuloma Annulare,disease
C0018190,Granuloma Inguinale,disease
C0018193,"Granuloma, Foreign-Body",disease
C0018196,"Granuloma, Laryngeal",disease
C0018197,"Granuloma, Lethal Midline",disease
C0018199,"Granuloma, Plasma Cell",disease
C0018200,"Granuloma, Respiratory Tract",disease
C0399496,"Granulomatosis, Orofacial",disease
C0018202,Granulomatous Angiitis,disease
C0018213,Graves Disease,disease
C0272302,Gray Platelet Syndrome,disease
C0554628,Group A Streptococcal Infections,disease
C0018273,Growth Disorders,disease
C0346302,Growth Hormone-Secreting Pituitary Adenoma,disease
C0043252,Gunshot wound,disease
C0393886,Guyon Syndrome,disease
C0018425,Gyrate Atrophy,disease
C0162739,HELLP Syndrome,disease
C0282616,HIV Enteropathy,disease
C0019693,HIV Infections,disease
C0019699,HIV Seropositivity,disease
C0343755,HIV Wasting Syndrome,disease
C1136321,HIV-Associated Lipodystrophy Syndrome,disease
C0020097,HTLV-I Infections,disease
C0020102,HTLV-II Infections,disease
C0162850,Habermann's Disease,disease
C0018476,Haemobartonellosis,disease
C0018477,Haemonchiasis,disease
C0917807,Haemophilus influenzae Meningitis Type B,disease
C2028293,Haemophilus influenzae Type b Infection,disease
C2713394,Haim-Monk Syndrome,disease
C0018500,Hair Diseases,disease
C0023443,Hairy Cell Leukemia,disease
C0040414,Hairy tongue,disease
C0917715,Hajdu-Cheney Syndrome,disease
C0018523,Hallervorden-Spatz Syndrome,disease
C0544668,"Hallucinations, Kinesthetic",symptom
C0752242,Hallux Limitus,disease
C0264134,Hallux Rigidus,disease
C0018536,Hallux Valgus,disease
C0018552,Hamartoma,disease
C0018565,"Hand Deformities, Acquired",disease
C0018567,Hand Dermatoses,disease
C0018571,Hand Injuries,disease
C0018564,Hand deformities,disease
C0018572,"Hand, Foot and Mouth Disease",disease
C1363854,Hand-Arm Vibration Syndrome,disease
C0242994,Hantavirus Infections,disease
C0243025,Hantavirus Pulmonary Syndrome,disease
C0018609,Hartnup Disease,disease
C0677607,Hashimoto Disease,disease
C0018621,Hay fever,disease
C0393735,Headache Disorders,disease
C0018776,"Hearing Loss, Central",symptom
C0086395,"Hearing Loss, Extreme",symptom
C0018779,"Hearing Loss, Functional",symptom
C0018780,"Hearing Loss, High-Frequency",symptom
C0155552,"Hearing Loss, Mixed Conductive-Sensorineural",symptom
C0018789,Heart Aneurysm,disease
C0018799,Heart Diseases,disease
C1135196,"Heart Failure, Diastolic",disease
C1135191,"Heart Failure, Systolic",disease
C0018814,"Heart Rupture, Post-Infarction",disease
C0007172,"Heart Rupture, Traumatic",disease
C0018816,Heart Septal Defects,disease
C0018801,Heart failure,disease
C0018824,Heart valve disease,disease
C0018834,Heartburn,symptom
C0018835,Heartwater Disease,disease
C0018839,Heat Exhaustion,disease
C1399682,Heat Fatigue,disease
C0018843,Heat Stroke,disease
C0751850,"Heavy Metal Poisoning, Nervous System",disease
C0158322,Heel Spur,disease
C1136148,Heel Spur Syndrome,disease
C0079487,Helicobacter Infections,disease
C0018891,"Helminthiasis, Animal",disease
C0018915,Hemangioendothelioma,disease
C0018920,"Hemangioma, Cavernous",disease
C0205789,"Hemangioma, Intramuscular",disease
C0018923,Hemangiosarcoma,disease
C0018924,Hemarthrosis,disease
C0018926,Hematemesis,symptom
C0018932,Hematochezia,symptom
C0018934,Hematocolpos,disease
C0018939,Hematological Disease,disease
C0018944,Hematoma,disease
C1956233,"Hematoma, Basal Ganglia",disease
C0238154,"Hematoma, Epidural, Cranial",disease
C0877172,"Hematoma, Epidural, Spinal",disease
C0018946,"Hematoma, Subdural",disease
C0749098,"Hematoma, Subdural, Acute",disease
C0749095,"Hematoma, Subdural, Chronic",disease
C0751194,"Hematoma, Subdural, Spinal",disease
C2713368,Hematopoetic Myelodysplasia,disease
C0376544,Hematopoietic Neoplasms,disease
C0018965,Hematuria,symptom
C0271202,"Hemianopsia, Homonymous",symptom
C0877781,Hemicrania,symptom
C0751726,Hemifacial Myokymia,symptom
C0018989,Hemiparesis,disease
C0392550,"Hemiplegia, Infantile",symptom
C0751418,Hemisensory Neglect,symptom
C0019021,Hemoglobin C Disease,disease
C0019034,Hemoglobin SC Disease,disease
C0019045,Hemoglobinopathies,disease
C0019048,Hemoglobinuria,symptom
C0019054,Hemolysis (disorder),disease
C0019061,Hemolytic-Uremic Syndrome,disease
C0018948,Hemometra,disease
C0019065,Hemoperitoneum,disease
C0008533,Hemophilia B,disease
C0019077,Hemopneumothorax,disease
C0019079,Hemoptysis,symptom
C0019080,Hemorrhage,symptom
C1138371,Hemorrhagic Bacteremia,disease
C0019088,Hemorrhagic Disease of Newborn,disease
C0019087,Hemorrhagic Disorders,symptom
C0019101,Hemorrhagic Fever with Renal Syndrome,disease
C0282192,"Hemorrhagic Fever, Bolivian",disease
C0019099,"Hemorrhagic Fever, Crimean",disease
C0282687,"Hemorrhagic Fever, Ebola",disease
C0019104,"Hemorrhagic Fevers, Viral",disease
C0019112,Hemorrhoids,disease
C0019114,Hemosiderosis,disease
C0149707,Hemospermia,disease
C0019123,Hemothorax,disease
C1258039,Henipavirus Infections,disease
C0206746,Hepadnaviridae Infections,disease
C1306571,Hepatic Insufficiency,disease
C0751198,Hepatic Stupor,disease
C0019156,Hepatic Veno-Occlusive Disease,disease
C0019158,Hepatitis,disease
C0019159,Hepatitis A,disease
C0019163,Hepatitis B,disease
C0524909,"Hepatitis B, Chronic",disease
C0019196,Hepatitis C,disease
C0524910,"Hepatitis C, Chronic",disease
C0524911,"Hepatitis D, Chronic",disease
C0085293,Hepatitis E,disease
C0019187,"Hepatitis, Alcoholic",disease
C0019188,"Hepatitis, Animal",disease
C0019194,"Hepatitis, Viral, Animal",disease
C0019195,"Hepatitis, Viral, Human",disease
C0206624,Hepatoblastoma,disease
C0206669,Hepatocellular Adenoma,disease
C0162569,Hepatoerythropoietic Porphyria,disease
C0019202,Hepatolenticular Degeneration,disease
C0019209,Hepatomegaly,disease
C0600452,Hepatopulmonary Syndrome,disease
C0019212,Hepatorenal Syndrome,disease
C1857728,Hereditary Angioedema Type III,disease
C3658294,Hereditary Antithrombin Deficiency,disease
C0751422,Hereditary Autoinflammatory Diseases,disease
C0751877,Hereditary Central Nervous System Demyelinating Diseases,disease
C1527338,"Hereditary Cerebral Amyloid Angiopathy, Icelandic Type",disease
C0162531,Hereditary Coproporphyria,disease
C0015499,Hereditary Factor V Deficiency,disease
C0015523,Hereditary Factor XI Deficiency,disease
C0015530,Hereditary Factor XIII Deficiency,disease
C4721916,Hereditary Motor-Sensory Neuropathy with Pyramidal Signs,disease
C0015306,Hereditary Multiple Exostoses,disease
C1333990,Hereditary Nonpolyposis Colorectal Cancer,disease
C0016751,Hereditary fructose intolerance syndrome,disease
C0392514,Hereditary hemochromatosis,disease
C0039445,Hereditary hemorrhagic telangiectasia,disease
C0268486,Hereditary hypertyrosinemia,disease
C0221348,Hereditary lymphedema and yellow nails,disease
C0027706,Hereditary nephritis,disease
C0037889,Hereditary spherocytosis,disease
C0019816,"Hereditary, Type VII, Motor and Sensory Neuropathy",disease
C0751870,"Heredodegenerative Disorders, Nervous System",disease
C0079504,Hermanski-Pudlak Syndrome,disease
C0019269,Hermaphroditism,disease
C0019270,Hernia,disease
C0178282,Hernia of abdominal cavity,disease
C0393983,Hernia of cerebellar tonsil into foramen magnum,disease
C0019285,"Hernia, Diaphragmatic, Traumatic",disease
C0019288,"Hernia, Femoral",disease
C0019291,"Hernia, Hiatal",disease
C0019310,"Hernia, Obturator",disease
C0019337,Heroin Dependence,disease
C0019338,Herpangina,disease
C0019345,Herpes Labialis,disease
C0019348,Herpes Simplex Infections,disease
C0019364,Herpes Zoster Ophthalmicus,disease
C0017409,Herpes Zoster Oticus,disease
C0019360,Herpes zoster disease,disease
C0019372,Herpesviridae Infections,disease
C0001338,Herpetic Acute Necrotizing Encephalitis,disease
C0751905,Herpetic Facial Paralysis,disease
C0029396,Heterotopic Ossification,disease
C1848922,Hexosaminidase alpha-Subunit Deficiency (Variant B),disease
C1704378,Heymann Nephritis,disease
C3489393,Hiatal Hernia,disease
C0376416,"Hibernation, Myocardial",disease
C0085160,Hidradenitis,disease
C0162836,Hidradenitis Suppurativa,disease
C0206672,Hidrocystoma,disease
C0019537,High Pressure Neurological Syndrome,disease
C0019553,Hip Contracture,disease
C0019554,Hip Dislocation,disease
C0281865,Hip Injuries,disease
C0019572,Hirsutism,symptom
C0398367,Histiocytic Necrotizing Lymphadenitis,disease
C0334663,Histiocytic sarcoma,disease
C1509147,Histiocytoma,disease
C0206644,"Histiocytoma, Benign Fibrous",disease
C0019618,Histiocytosis,disease
C0019621,"Histiocytosis, Langerhans-Cell",disease
C0019624,"Histiocytosis, Non-Langerhans-Cell",disease
C0019681,Histrionic Personality Disorder,disease
C0344247,Horizontal dissociated gaze palsy,disease
C0751203,"Horner Syndrome, Acquired",symptom
C0005660,Human Bite,disease
C0343771,Human Ehrlichiosis,disease
C2713585,Human Trichinellosis,disease
C0020162,Humeral Fractures,disease
C0393574,"Huntington Disease, Late Onset",disease
C0020186,Hutchinson's Teeth,disease
C0020192,Hyaline Membrane Disease,disease
C0086432,"Hyalinosis, Segmental Glomerular",disease
C2745948,"Hyalinosis, Systemic",disease
C0020217,Hydatidiform Mole,disease
C0008493,"Hydatidiform Mole, Invasive",disease
C0431383,Hydranencephaly with Proliferative Vasculopathy,disease
C1253936,Hydrarthrosis,disease
C0020241,Hydroa Vacciniforme,disease
C0020258,"Hydrocephalus, Normal Pressure",disease
C0020295,Hydronephrosis,disease
C0020302,Hydrophthalmos,disease
C0020303,Hydropneumothorax,symptom
C0455988,"Hydrops Fetalis, Non-Immune",symptom
C0020312,Hydrothorax,disease
C0020413,Hymenolepiasis,disease
C0398689,"Hyper-IgM Immunodeficiency Syndrome, Type 1",disease
C1720956,"Hyper-IgM Immunodeficiency Syndrome, Type 2",disease
C0034880,Hyperacusis,symptom
C0220994,Hyperammonemia (disorder),disease
C0206081,Hyperandrogenism,disease
C0020433,Hyperbilirubinemia,disease
C0857007,"Hyperbilirubinemia, Neonatal",disease
C0020441,Hypercementosis,disease
C0020443,Hypercholesterolemia,disease
C0020450,Hyperemesis Gravidarum,symptom
C1540912,Hypereosinophilic syndrome,disease
C0751215,"Hyperesthesia, Tactile",symptom
C0020455,Hypergammaglobulinemia,symptom
C0020456,Hyperglycemia,disease
C1855520,"Hyperglycemia, Postprandial",symptom
C0020457,Hyperglycemic Hyperosmolar Nonketotic Coma,disease
C0020458,Hyperhidrosis disorder,disease
C0598608,Hyperhomocysteinemia,disease
C0020461,Hyperkalemia,symptom
C0238357,Hyperkalemic periodic paralysis,disease
C0079153,"Hyperkeratosis, Epidermolytic",disease
C3887506,Hyperkinesia,symptom
C0454545,Hyperkinetic Dysphonia,symptom
C0020473,Hyperlipidemia,disease
C0020474,"Hyperlipidemia, Familial Combined",disease
C0023817,Hyperlipoproteinemia Type I,disease
C0020479,Hyperlipoproteinemia Type III,disease
C1704417,Hyperlipoproteinemia Type IIb,disease
C0020480,Hyperlipoproteinemia Type IV,disease
C0020481,Hyperlipoproteinemia Type V,disease
C0020476,Hyperlipoproteinemias,disease
C0268553,Hyperlysinemias,disease
C0020488,Hypernatremia,disease
C0020490,Hyperopia,disease
C1847524,Hyperopic Astigmatism,disease
C0020492,Hyperostosis,disease
C0020498,"Hyperostosis, Diffuse Idiopathic Skeletal",disease
C0020499,"Hyperostosis, Sternocostoclavicular",disease
C0020500,Hyperoxaluria,disease
C0020502,Hyperparathyroidism,disease
C0221002,"Hyperparathyroidism, Primary",disease
C0020503,"Hyperparathyroidism, Secondary",disease
C0085681,Hyperphosphatemia (disorder),disease
C0162834,Hyperpigmentation,symptom
C0020507,Hyperplasia,disease
C0020514,Hyperprolactinemia,disease
C0917799,Hypersomnia,symptom
C0752285,"Hypersomnia, Post-Traumatic",disease
C0018036,"Hypertension, Goldblatt",disease
C0151620,Hypertensive Encephalopathy,disease
C0020538,Hypertensive disease,symptom
C5232927,Hyperthermia,symptom
C0020551,Hyperthyroxinemia,disease
C0020555,Hypertrichosis,disease
C0020557,Hypertriglyceridemia,disease
C0007194,Hypertrophic Cardiomyopathy,disease
C2674695,"Hypertrophic Osteoarthropathy, Primary, Autosomal Dominant",disease
C0020564,Hypertrophy,disease
C0740394,Hyperuricemia,symptom
C0020578,Hyperventilation,symptom
C0020579,Hypervitaminosis A,disease
C0020580,Hypesthesia,symptom
C0020581,Hyphema,disease
C0752150,Hypnic Headache,disease
C0239981,Hypoalbuminemia,symptom
C0376185,"Hypoaldosteronism, Hyporeninemic",disease
C1704429,"Hypoalphalipoproteinemia, Familial",disease
C1704299,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",disease
C0020597,Hypobetalipoproteinemias,disease
C0020598,Hypocalcemia,symptom
C0020604,Hypochondriasis,disease
C0002884,Hypochromic anemia,disease
C0020607,Hypodermyiasis,disease
C0751945,Hypoglossal Neuropathy,disease
C0020615,Hypoglycemia,disease
C0271623,Hypogonadotropic hypogonadism,disease
C0020620,Hypohidrosis,disease
C0020621,Hypokalemia,symptom
C0238358,Hypokalemic periodic paralysis,disease
C0020623,Hypolipoproteinemias,disease
C0020625,Hyponatremia,symptom
C0153398,Hypopharyngeal Cancer,disease
C0020630,Hypophosphatasia,disease
C0085682,Hypophosphatemia,disease
C0162835,Hypopigmentation disorder,disease
C0152101,Hypoplastic Left Heart Syndrome,disease
C0178416,Hypoplastic anemia,symptom
C0020639,Hypoproteinemia,symptom
C4722227,Hypoprothrombinemias,disease
C0848558,Hypospadias,disease
C0020649,Hypotension,symptom
C0020651,"Hypotension, Orthostatic",symptom
C0751238,Hypothalamic Cancer,disease
C0751230,Hypothalamic Dysfunction Syndromes,disease
C0274285,"Hypothermia, Accidental",symptom
C0020676,Hypothyroidism,disease
C0020678,Hypotrichosis,disease
C3203358,Hypoventilation,symptom
C0546884,Hypovolemia,disease
C0340194,Hypoxemic Respiratory Failure,symptom
C0242184,Hypoxia,disease
C0752304,Hypoxic-Ischemic Encephalopathy,disease
C0086441,Hysterical Neuroses,disease
C0017661,IGA Glomerulonephritis,disease
C0949272,IIeocolitis,disease
C1136249,"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED",disease
C0020732,Iatrogenic Disease,disease
C0020757,Ichthyoses,disease
C0079583,"Ichthyosiform Erythroderma, Congenital",disease
C0079584,Ichthyosis Vulgaris,disease
C0079588,"Ichthyosis, X-Linked",disease
C0342342,Idiopathic Hypoparathyroidism,disease
C0029437,Idiopathic Multicentric Osteolyses,disease
C1800706,Idiopathic Pulmonary Fibrosis,disease
C0393598,Idiopathic familial dystonia,disease
C0162539,IgG Deficiency disorder,disease
C0345836,Ileal Cancer,disease
C0020875,Ileal Diseases,disease
C0020877,Ileitis,disease
C1258215,Ileus,disease
C0162870,Iliac Aneurysm,disease
C1262206,Iliotibial Band Syndrome,disease
C0751246,"Illusions, Visual",symptom
C0269899,Immediate Postpartum Hemorrhage,disease
C0020523,Immediate hypersensitivity,disease
C0020941,Immersion Foot,disease
C0020951,Immune Complex Diseases,disease
C1619738,Immune Reconstitution Inflammatory Syndrome,disease
C0398650,Immune thrombocytopenic purpura,symptom
C0079746,Immunoblastic Large-Cell Lymphoma,disease
C0162538,Immunoglobulin A deficiency (disorder),disease
C0021051,Immunologic Deficiency Syndromes,disease
C0021070,Immunoproliferative Disorders,disease
C0021071,Immunoproliferative Small Intestinal Disease,disease
C0040456,Impacted tooth,disease
C0376186,Impetigo Contagiosa,disease
C0242998,"Impotence, Venogenic",disease
C0021141,Inappropriate ADH Syndrome,disease
C0025521,Inborn Errors of Metabolism,disease
C0021151,Incipient Schizophrenia,disease
C3494175,"Incisors, Fused Mandibular",disease
C0751713,"Inclusion Body Myopathy, Sporadic",disease
C0009770,Inclusion conjunctivitis,disease
C0000810,Incomplete spontaneous abortion,disease
C0021167,Incontinence,disease
C0022283,Incontinentia Pigmenti Achromians,disease
C0086457,Industrial Dermatosis,disease
C0021268,Inert Gas Narcosis,disease
C1449721,Infant Gynecomastia,disease
C1257752,Infant Malnutrition,disease
C0021295,"Infant, Premature, Diseases",disease
C1867403,Infantile Hypertrophic Pyloric Stenosis,disease
C0270724,Infantile Neuroaxonal Dystrophy,disease
C0021308,Infarction,disease
C0751843,"Infarction, Anterior Cerebral Artery",disease
C0752132,"Infarction, Posterior Cerebral Artery",disease
C0021311,Infection,disease
C0276908,Infection by Pneumocystis jirovecii (disorder),disease
C0040954,Infection by Trichuris trichiura,disease
C0238528,Infection by Yersinia enterocolitica,disease
C1276801,Infection due to Erysipelothrix rhusiopathiae (disorder),disease
C0002631,Infection of amniotic cavity,disease
C0699744,Infection of ear,disease
C0205671,"Infections, Arenavirus",disease
C0085933,"Infections, Bunyavirus",disease
C0206044,"Infections, Calicivirus",disease
C0027585,"Infections, Nematomorpha",disease
C0021334,Infectious Bovine Rhinotracheitis,disease
C0019191,Infectious Canine Hepatitis,disease
C0021345,Infectious Mononucleosis,disease
C2936443,Infectious Ventriculitis,disease
C1541923,Infective endocarditis,disease
C0021390,Inflammatory Bowel Diseases,disease
C0278601,Inflammatory Breast Carcinoma,disease
C0333355,Inflammatory disease of mucous membrane,disease
C0021400,Influenza,disease
C0016627,Influenza in Birds,disease
C0019295,"Inguinal Hernia, Direct",disease
C5200801,Innate Inflammatory Response,disease
C0021564,Insect Bites,disease
C0021645,Insulin Coma,disease
C0920563,Insulin Sensitivity,disease
C0021775,Intermittent Claudication,symptom
C0339693,Internal Ophthalmoplegia,symptom
C0282488,Interstitial Cystitis,disease
C0021807,Intertrigo,disease
C0021828,Intestinal Atresia,disease
C0021831,Intestinal Diseases,disease
C0021832,"Intestinal Diseases, Parasitic",disease
C0021841,Intestinal Neoplasms,disease
C0021843,Intestinal Obstruction,disease
C0021845,Intestinal Perforation,disease
C1257915,Intestinal Polyposis,disease
C0021846,Intestinal Polyps,disease
C0021847,Intestinal Pseudo-Obstruction,disease
C0042961,Intestinal Volvulus,disease
C0332715,Intra-Articular Fractures,disease
C4759705,Intracapillary glomerulosclerosis due to diabetes mellitus,disease
C0751615,Intracranial Arachnoid Cysts,disease
C0007772,Intracranial Arteriovenous Malformation,disease
C0751797,"Intracranial Hematoma, Traumatic",disease
C0151740,Intracranial Hypertension,disease
C0751731,"Intracranial Hypotension, Essential",disease
C0751300,Intracranial Meningeal Neoplasms,disease
C0475060,"Intracranial Subdural Hematoma, Traumatic",disease
C0752143,Intracranial Thrombosis,disease
C0085388,Intracranial Tuberculoma,disease
C0878500,Intraepithelial Neoplasia,disease
