Source,Target,Type,Id,Label,Weight
C0162316,C0085619,Directed,C0162316_C0085619,Edge from Iron-deficiency anemia to Shortness of breath,1
C0162316,C0030232,Directed,C0162316_C0030232,Edge from Iron-deficiency anemia to Pallor,1
C0162316,C0086525,Directed,C0162316_C0086525,Edge from Iron-deficiency anemia to Fatigue,1
C0022104,C1257861,Directed,C0022104_C1257861,Edge from Irritable bowel syndrome to Constipation,1
C0022104,C0011991,Directed,C0022104_C0011991,Edge from Irritable bowel syndrome to Diarrhea,1
C0014057,C3495874,Directed,C0014057_C3495874,Edge from Japanese encephalitis to Seizure,1
C0022387,C0700200,Directed,C0022387_C0700200,Edge from Jervell and Lange-Nielsen syndrome to Lightheadedness,1
C0022387,C3495874,Directed,C0022387_C3495874,Edge from Jervell and Lange-Nielsen syndrome to Seizure,1
C0022387,C0018784,Directed,C0022387_C0018784,Edge from Jervell and Lange-Nielsen syndrome to Sensorineural hearing loss,1
C0796004,C0026825,Directed,C0796004_C0026825,Edge from Kabuki syndrome to Hypotonia,1
C1563720,C0553757,Directed,C1563720_C0553757,Edge from Kallmann syndrome to Anosmia,1
C1563720,C4074771,Directed,C1563720_C4074771,Edge from Kallmann syndrome to Infertility,1
C0026691,C0031350,Directed,C0026691_C0031350,Edge from Kawasaki disease to Pharyngitis,1
C0026691,C0015230,Directed,C0026691_C0015230,Edge from Kawasaki disease to Rash,1
C0026691,C0024228,Directed,C0026691_C0024228,Edge from Kawasaki disease to Lymphadenopathy,1
C0026691,C0011991,Directed,C0026691_C0011991,Edge from Kawasaki disease to Diarrhea,1
C0022578,C0027092,Directed,C0022578_C0027092,Edge from Keratoconus to Myopia,1
C0022665,C0750949,Directed,C0022665_C0750949,Edge from Kidney cancer to Back pain,1
C0022665,C0018965,Directed,C0022665_C0018965,Edge from Kidney cancer to Hematuria,1
C0543754,C0017547,Directed,C0543754_C0017547,Edge from Klinefelter syndrome to Gigantism,1
C0543754,C0151786,Directed,C0543754_C0151786,Edge from Klinefelter syndrome to Muscle weakness,1
C0543754,C4074771,Directed,C0543754_C4074771,Edge from Klinefelter syndrome to Infertility,1
C0022738,C0018798,Directed,C0022738_C0018798,Edge from Klippel–Feil syndrome to Congenital heart defect,1
C0271568,C0013336,Directed,C0271568_C0013336,Edge from Laron syndrome to Dwarfism,1
C0023067,C0454545,Directed,C0023067_C0454545,Edge from Laryngitis to Hoarse voice,1
C0023067,C0015967,Directed,C0023067_C0015967,Edge from Laryngitis to Fever,1
C0023092,C0877781,Directed,C0023092_C0877781,Edge from Lassa fever to Headache,1
C0023092,C0015967,Directed,C0023092_C0015967,Edge from Lassa fever to Fever,1
C0023092,C0019080,Directed,C0023092_C0019080,Edge from Lassa fever to Bleeding,1
C0023176,C1257861,Directed,C0023176_C1257861,Edge from Lead poisoning to Constipation,1
C0023176,C0000737,Directed,C0023176_C0000737,Edge from Lead poisoning to Abdominal pain,1
C0023176,C4074771,Directed,C0023176_C4074771,Edge from Lead poisoning to Infertility,1
C0023176,C0917816,Directed,C0023176_C0917816,Edge from Lead poisoning to Intellectual disability,1
C0023176,C0392699,Directed,C0023176_C0392699,Edge from Lead poisoning to Paresthesia,1
C0023240,C0231528,Directed,C0023240_C0231528,Edge from Legionnaires' disease to Myalgia,1
C0023240,C0015967,Directed,C0023240_C0015967,Edge from Legionnaires' disease to Fever,1
C0023240,C0085619,Directed,C0023240_C0085619,Edge from Legionnaires' disease to Shortness of breath,1
C1969623,C0221263,Directed,C1969623_C0221263,Edge from Legius syndrome to Café au lait spot,1
C0023281,C0002871,Directed,C0023281_C0002871,Edge from Leishmaniasis to Anemia,1
C0023281,C0037299,Directed,C0023281_C0037299,Edge from Leishmaniasis to Ulcer (dermatology),1
C0023281,C0015967,Directed,C0023281_C0015967,Edge from Leishmaniasis to Fever,1
C0343525,C0031350,Directed,C0343525_C0031350,Edge from Lemierre's syndrome to Pharyngitis,1
C0343525,C0042963,Directed,C0343525_C0042963,Edge from Lemierre's syndrome to Vomiting,1
C0343525,C0025289,Directed,C0343525_C0025289,Edge from Lemierre's syndrome to Meningitis,1
C0343525,C0036690,Directed,C0343525_C0036690,Edge from Lemierre's syndrome to Sepsis,1
C0343525,C0231528,Directed,C0343525_C0231528,Edge from Lemierre's syndrome to Myalgia,1
C0343525,C0015967,Directed,C0343525_C0015967,Edge from Lemierre's syndrome to Fever,1
C0343525,C0086525,Directed,C0343525_C0086525,Edge from Lemierre's syndrome to Fatigue,1
C0023374,C0393584,Directed,C0023374_C0393584,Edge from Lesch–Nyhan syndrome to Chorea,1
C0023374,C0740394,Directed,C0023374_C0740394,Edge from Lesch–Nyhan syndrome to Hyperuricemia,1
C0023374,C0085271,Directed,C0023374_C0085271,Edge from Lesch–Nyhan syndrome to Self-harm,1
C0023374,C0917816,Directed,C0023374_C0917816,Edge from Lesch–Nyhan syndrome to Intellectual disability,1
C0023374,C0013421,Directed,C0023374_C0013421,Edge from Lesch–Nyhan syndrome to Dystonia,1
C0023374,C0026838,Directed,C0023374_C0026838,Edge from Lesch–Nyhan syndrome to Spasticity,1
C0023418,C0009938,Directed,C0023418_C0009938,Edge from Leukemia to Bruise,1
C0023418,C0015967,Directed,C0023418_C0015967,Edge from Leukemia to Fever,1
C0023418,C0086525,Directed,C0023418_C0086525,Edge from Leukemia to Fatigue,1
C0700200,C0155503,Directed,C0700200_C0155503,Edge from Lightheadedness to Vertigo,1
C3852998,C0009938,Directed,C3852998_C0009938,Edge from Lipedema to Bruise,1
C0023860,C0877781,Directed,C0023860_C0877781,Edge from Listeriosis to Headache,1
C0023860,C0011991,Directed,C0023860_C0011991,Edge from Listeriosis to Diarrhea,1
C0023860,C0015967,Directed,C0023860_C0015967,Edge from Listeriosis to Fever,1
C0345904,C0003962,Directed,C0345904_C0003962,Edge from Liver cancer to Ascites,1
C0345904,C0242183,Directed,C0345904_C0242183,Edge from Liver cancer to Jaundice,1
C0085605,C0042963,Directed,C0085605_C0042963,Edge from Liver failure to Vomiting,1
C0085605,C0027497,Directed,C0085605_C0027497,Edge from Liver failure to Nausea,1
C0085605,C0002064,Directed,C0085605_C0002064,Edge from Liver failure to Respiratory alkalosis,1
C0085605,C0162557,Directed,C0085605_C0162557,Edge from Liver failure to Acute liver failure,1
C0085605,C0001122,Directed,C0085605_C0001122,Edge from Liver failure to Metabolic acidosis,1
C0085605,C1855520,Directed,C0085605_C1855520,Edge from Liver failure to Hyperglycemia,1
C0085605,C0023890,Directed,C0085605_C0023890,Edge from Liver failure to Cirrhosis,1
C0085605,C0242183,Directed,C0085605_C0242183,Edge from Liver failure to Jaundice,1
C0085605,C0033774,Directed,C0085605_C0033774,Edge from Liver failure to Itch,1
C0085605,C0013604,Directed,C0085605_C0013604,Edge from Liver failure to Edema,1
C0085605,C0020625,Directed,C0085605_C0020625,Edge from Liver failure to Hyponatremia,1
C0085605,C0017979,Directed,C0085605_C0017979,Edge from Liver failure to Glycosuria,1
C0151878,C0700200,Directed,C0151878_C0700200,Edge from Long QT syndrome to Lightheadedness,1
C0151878,C1384666,Directed,C0151878_C1384666,Edge from Long QT syndrome to Hearing loss,1
C0151878,C3495874,Directed,C0151878_C3495874,Edge from Long QT syndrome to Seizure,1
C0007121,C0008031,Directed,C0007121_C0008031,Edge from Lung cancer to Chest pain,1
C0007121,C0010200,Directed,C0007121_C0010200,Edge from Lung cancer to Cough,1
C0007121,C0085619,Directed,C0007121_C0085619,Edge from Lung cancer to Shortness of breath,1
C0024141,C0003864,Directed,C0024141_C0003864,Edge from Lupus to Arthritis,1
C0024141,C0002170,Directed,C0024141_C0002170,Edge from Lupus to Hair loss,1
C0024141,C0015230,Directed,C0024141_C0015230,Edge from Lupus to Rash,1
C0024141,C0008031,Directed,C0024141_C0008031,Edge from Lupus to Chest pain,1
C0024141,C0024228,Directed,C0024141_C0024228,Edge from Lupus to Lymphadenopathy,1
C0024141,C0149745,Directed,C0024141_C0149745,Edge from Lupus to Mouth ulcer,1
C0024141,C0015967,Directed,C0024141_C0015967,Edge from Lupus to Fever,1
C0024141,C0086525,Directed,C0024141_C0086525,Edge from Lupus to Fatigue,1
C0024143,C0003862,Directed,C0024143_C0003862,Edge from Lupus nephritis to Arthralgia,1
C0024228,C0031350,Directed,C0024228_C0031350,Edge from Lymphadenopathy to Pharyngitis,1
C0024228,C0015967,Directed,C0024228_C0015967,Edge from Lymphadenopathy to Fever,1
C0024228,C0024299,Directed,C0024228_C0024299,Edge from Lymphadenopathy to Lymphoma,1
C0024299,C0038990,Directed,C0024299_C0038990,Edge from Lymphoma to Perspiration,1
C0024299,C0033774,Directed,C0024299_C0033774,Edge from Lymphoma to Itch,1
C0024299,C0024228,Directed,C0024299_C0024228,Edge from Lymphoma to Lymphadenopathy,1
C0024299,C0015967,Directed,C0024299_C0015967,Edge from Lymphoma to Fever,1
C0024299,C0086525,Directed,C0024299_C0086525,Edge from Lymphoma to Fatigue,1
C0024591,C0080203,Directed,C0024591_C0080203,Edge from Malignant hyperthermia to Tachycardia,1
C0024591,C5232927,Directed,C0024591_C5232927,Edge from Malignant hyperthermia to Hyperthermia,1
C0162429,C0003962,Directed,C0162429_C0003962,Edge from Malnutrition to Ascites,1
C0162429,C0013604,Directed,C0162429_C0013604,Edge from Malnutrition to Edema,1
C0024692,C0242385,Directed,C0024692_C0242385,Edge from Mandibular fracture to Malocclusion,1
C0026709,C1306503,Directed,C0026709_C1306503,Edge from Maroteaux–Lamy syndrome to Umbilical hernia,1
C0026709,C0221355,Directed,C0026709_C0221355,Edge from Maroteaux–Lamy syndrome to Macrocephaly,1
C0024894,C0015967,Directed,C0024894_C0015967,Edge from Mastitis to Fever,1
C0025007,C0009763,Directed,C0025007_C0009763,Edge from Measles to Conjunctivitis,1
C0025007,C0015230,Directed,C0025007_C0015230,Edge from Measles to Rash,1
C0025007,C0035455,Directed,C0025007_C0035455,Edge from Measles to Rhinitis,1
C0025007,C0010200,Directed,C0025007_C0010200,Edge from Measles to Cough,1
C0025007,C0015967,Directed,C0025007_C0015967,Edge from Measles to Fever,1
C0339277,C0085636,Directed,C0339277_C0085636,Edge from Meesmann corneal dystrophy to Photophobia,1
C0339277,C0005747,Directed,C0339277_C0005747,Edge from Meesmann corneal dystrophy to Blepharospasm,1
C0025202,C0037299,Directed,C0025202_C0037299,Edge from Melanoma to Ulcer (dermatology),1
C0025202,C0027960,Directed,C0025202_C0027960,Edge from Melanoma to Nevus,1
C0281784,C0497327,Directed,C0281784_C0497327,Edge from Meningioma to Dementia,1
C0281784,C3495874,Directed,C0281784_C3495874,Edge from Meningioma to Seizure,1
C0025289,C0877781,Directed,C0025289_C0877781,Edge from Meningitis to Headache,1
C0025289,C0015967,Directed,C0025289_C0015967,Edge from Meningitis to Fever,1
C0376338,C0086132,Directed,C0376338_C0086132,Edge from Mental disorder to Depression (mood),1
C0376338,C3887612,Directed,C0376338_C3887612,Edge from Mental disorder to Psychomotor agitation,1
C0376338,C0027769,Directed,C0376338_C0027769,Edge from Mental disorder to Anxiety,1
C0376338,C0005586,Directed,C0376338_C0005586,Edge from Mental disorder to Bipolar disorder,1
C0376338,C1456784,Directed,C0376338_C1456784,Edge from Mental disorder to Paranoia,1
C0025500,C0085619,Directed,C0025500_C0085619,Edge from Mesothelioma to Shortness of breath,1
C0025637,C0010520,Directed,C0025637_C0010520,Edge from Methemoglobinemia to Cyanosis,1
C0270858,C0027497,Directed,C0270858_C0027497,Edge from Migraine to Nausea,1
C0270858,C0877781,Directed,C0270858_C0877781,Edge from Migraine to Headache,1
C0270858,C0085636,Directed,C0270858_C0085636,Edge from Migraine to Photophobia,1
C0270858,C0034880,Directed,C0270858_C0034880,Edge from Migraine to Hyperacusis,1
C0026269,C0019079,Directed,C0026269_C0019079,Edge from Mitral stenosis to Hemoptysis,1
C0026269,C0013604,Directed,C0026269_C0013604,Edge from Mitral stenosis to Edema,1
C0026267,C0030590,Directed,C0026267_C0030590,Edge from Mitral valve prolapse to Ventricular tachycardia,1
C0026267,C0700200,Directed,C0026267_C0700200,Edge from Mitral valve prolapse to Lightheadedness,1
C0026267,C0393912,Directed,C0026267_C0393912,Edge from Mitral valve prolapse to Dysautonomia,1
C0026267,C0020649,Directed,C0026267_C0020649,Edge from Mitral valve prolapse to Hypotension,1
C0026267,C0085619,Directed,C0026267_C0085619,Edge from Mitral valve prolapse to Shortness of breath,1
C0026603,C0042963,Directed,C0026603_C0042963,Edge from Motion sickness to Vomiting,1
C0026603,C0027497,Directed,C0026603_C0027497,Edge from Motion sickness to Nausea,1
C0026635,C0037384,Directed,C0026635_C0037384,Edge from Mouth breathing to Snoring,1
C0026718,C0271186,Directed,C0026718_C0271186,Edge from Mucormycosis to Diplopia,1
C0026718,C0877781,Directed,C0026718_C0877781,Edge from Mucormycosis to Headache,1
C0026718,C0015967,Directed,C0026718_C0015967,Edge from Mucormycosis to Fever,1
C0025205,C1257861,Directed,C0025205_C1257861,Edge from Mucosal melanoma to Constipation,1
C0025205,C0553757,Directed,C0025205_C0553757,Edge from Mucosal melanoma to Anosmia,1
C0025205,C0086789,Directed,C0025205_C0086789,Edge from Mucosal melanoma to Aphthous stomatitis,1
C0025205,C0033774,Directed,C0025205_C0033774,Edge from Mucosal melanoma to Itch,1
C0025205,C0011991,Directed,C0025205_C0011991,Edge from Mucosal melanoma to Diarrhea,1
C0025205,C0019080,Directed,C0025205_C0019080,Edge from Mucosal melanoma to Bleeding,1
C0025205,C0031051,Directed,C0025205_C0031051,Edge from Mucosal melanoma to Periodontal disease,1
C0025205,C0406486,Directed,C0025205_C0406486,Edge from Mucosal melanoma to Rosacea,1
C0025205,C0086525,Directed,C0025205_C0086525,Edge from Mucosal melanoma to Fatigue,1
C0025205,C0018965,Directed,C0025205_C0018965,Edge from Mucosal melanoma to Hematuria,1
C0524582,C4074771,Directed,C0524582_C4074771,Edge from Mulibrey nanism to Infertility,1
C0026896,C0151786,Directed,C0026896_C0151786,Edge from Myasthenia gravis to Muscle weakness,1
C0026896,C0271186,Directed,C0026896_C0271186,Edge from Myasthenia gravis to Diplopia,1
C0026896,C0005745,Directed,C0026896_C0005745,Edge from Myasthenia gravis to Ptosis (eyelid),1
C2713368,C0009450,Directed,C2713368_C0009450,Edge from Myelodysplastic syndrome to Infection,1
C2713368,C0019080,Directed,C2713368_C0019080,Edge from Myelodysplastic syndrome to Bleeding,1
C2713368,C0085619,Directed,C2713368_C0085619,Edge from Myelodysplastic syndrome to Shortness of breath,1
C2713368,C0086525,Directed,C2713368_C0086525,Edge from Myelodysplastic syndrome to Fatigue,1
C0027051,C0027497,Directed,C0027051_C0027497,Edge from Myocardial infarction to Nausea,1
C0027051,C0038990,Directed,C0027051_C0038990,Edge from Myocardial infarction to Perspiration,1
C0027051,C0008031,Directed,C0027051_C0008031,Edge from Myocardial infarction to Chest pain,1
C0027051,C0700200,Directed,C0027051_C0700200,Edge from Myocardial infarction to Lightheadedness,1
C0027051,C0085619,Directed,C0027051_C0085619,Edge from Myocardial infarction to Shortness of breath,1
C0027051,C0086525,Directed,C0027051_C0086525,Edge from Myocardial infarction to Fatigue,1
C0027059,C0003811,Directed,C0027059_C0003811,Edge from Myocarditis to Arrhythmia,1
C0027059,C0008031,Directed,C0027059_C0008031,Edge from Myocarditis to Chest pain,1
C0027059,C0085619,Directed,C0027059_C0085619,Edge from Myocarditis to Shortness of breath,1
C0027092,C0877781,Directed,C0027092_C0877781,Edge from Myopia to Headache,1
C0027404,C0544668,Directed,C0027404_C0544668,Edge from Narcolepsy to Hallucination,1
C0027404,C0007384,Directed,C0027404_C0007384,Edge from Narcolepsy to Cataplexy,1
C0027404,C0917799,Directed,C0027404_C0917799,Edge from Narcolepsy to Excessive daytime sleepiness,1
C0520459,C0042963,Directed,C0520459_C0042963,Edge from Necrotizing enterocolitis to Vomiting,1
C0238124,C0015967,Directed,C0238124_C0015967,Edge from Necrotizing fasciitis to Fever,1
C1565887,C0242183,Directed,C1565887_C0242183,Edge from Neonatal jaundice to Jaundice,1
C0027651,C0013604,Directed,C0027651_C0013604,Edge from Neoplasm to Edema,1
C0917817,C1384666,Directed,C0917817_C1384666,Edge from Neurofibromatosis to Hearing loss,1
C0027849,C0038990,Directed,C0027849_C0038990,Edge from Neuroleptic malignant syndrome to Perspiration,1
C0027849,C0015967,Directed,C0027849_C0015967,Edge from Neuroleptic malignant syndrome to Fever,1
C4721532,C0033774,Directed,C4721532_C0033774,Edge from Non-Hodgkin lymphoma to Itch,1
C4721532,C0024228,Directed,C4721532_C0024228,Edge from Non-Hodgkin lymphoma to Lymphadenopathy,1
C4721532,C0015967,Directed,C4721532_C0015967,Edge from Non-Hodgkin lymphoma to Fever,1
C4721532,C0086525,Directed,C4721532_C0086525,Edge from Non-Hodgkin lymphoma to Fatigue,1
C1721023,C0034150,Directed,C1721023_C0034150,Edge from Nuchal cord to Purpura,1
C0042253,C0015732,Directed,C0042253_C0015732,Edge from Obstetric fistula to Fecal incontinence,1
C0042253,C0042024,Directed,C0042253_C0042024,Edge from Obstetric fistula to Urinary incontinence,1
C0270952,C0011168,Directed,C0270952_C0011168,Edge from Oculopharyngeal muscular dystrophy to Dysphagia,1
C0029001,C0033774,Directed,C0029001_C0033774,Edge from Onchocerciasis to Itch,1
C0027412,C0086189,Directed,C0027412_C0086189,Edge from Opioid use disorder to Drug withdrawal,1
C0020651,C0155503,Directed,C0020651_C0155503,Edge from Orthostatic hypotension to Vertigo,1
C0020651,C0700200,Directed,C0020651_C0700200,Edge from Orthostatic hypotension to Lightheadedness,1
C0029405,C0332712,Directed,C0029405_C0332712,Edge from Osteitis fibrosa cystica to Bone fracture,1
C0086743,C0003862,Directed,C0086743_C0003862,Edge from Osteoarthritis to Arthralgia,1
C0029443,C0015967,Directed,C0029443_C0015967,Edge from Osteomyelitis to Fever,1
C0001787,C0332712,Directed,C0001787_C0332712,Edge from Osteoporosis to Bone fracture,1
C0029882,C1384666,Directed,C0029882_C1384666,Edge from Otitis media to Hearing loss,1
C0029882,C0015967,Directed,C0029882_C0015967,Edge from Otitis media to Fever,1
C1140680,C1257861,Directed,C1140680_C1257861,Edge from Ovarian cancer to Constipation,1
C1140680,C0003962,Directed,C1140680_C0003962,Edge from Ovarian cancer to Ascites,1
C1140680,C0030794,Directed,C1140680_C0030794,Edge from Ovarian cancer to Pelvic pain,1
C1140680,C0003123,Directed,C1140680_C0003123,Edge from Ovarian cancer to Anorexia (symptom),1
C0030297,C0750949,Directed,C0030297_C0750949,Edge from Pancreatic cancer to Back pain,1
C0030297,C0242183,Directed,C0030297_C0242183,Edge from Pancreatic cancer to Jaundice,1
C0030297,C0000737,Directed,C0030297_C0000737,Edge from Pancreatic cancer to Abdominal pain,1
C0030297,C0003123,Directed,C0030297_C0003123,Edge from Pancreatic cancer to Anorexia (symptom),1
C0030297,C0006625,Directed,C0030297_C0006625,Edge from Pancreatic cancer to Cachexia,1
C0030299,C0042963,Directed,C0030299_C0042963,Edge from Pancreatic pseudocyst to Vomiting,1
C0030299,C0027497,Directed,C0030299_C0027497,Edge from Pancreatic pseudocyst to Nausea,1
C0030299,C0000737,Directed,C0030299_C0000737,Edge from Pancreatic pseudocyst to Abdominal pain,1
C0030299,C0003123,Directed,C0030299_C0003123,Edge from Pancreatic pseudocyst to Anorexia (symptom),1
C0001339,C0042963,Directed,C0001339_C0042963,Edge from Pancreatitis to Vomiting,1
C0001339,C0027497,Directed,C0001339_C0027497,Edge from Pancreatitis to Nausea,1
C0001339,C0038238,Directed,C0001339_C0038238,Edge from Pancreatitis to Steatorrhea,1
C0001339,C0015967,Directed,C0001339_C0015967,Edge from Pancreatitis to Fever,1
C0086769,C0038990,Directed,C0086769_C0038990,Edge from Panic disorder to Perspiration,1
C0086769,C0085619,Directed,C0086769_C0085619,Edge from Panic disorder to Shortness of breath,1
C0018523,C0497327,Directed,C0018523_C0497327,Edge from Pantothenate kinase-associated neurodegeneration to Dementia,1
C0018523,C0752097,Directed,C0018523_C0752097,Edge from Pantothenate kinase-associated neurodegeneration to Parkinsonism,1
C0018523,C0013421,Directed,C0018523_C0013421,Edge from Pantothenate kinase-associated neurodegeneration to Dystonia,1
C0030409,C0024228,Directed,C0030409_C0024228,Edge from Paracoccidioidomycosis to Lymphadenopathy,1
C0030409,C0149745,Directed,C0030409_C0149745,Edge from Paracoccidioidomycosis to Mouth ulcer,1
C0030409,C0015967,Directed,C0030409_C0015967,Edge from Paracoccidioidomycosis to Fever,1
C0030528,C0877781,Directed,C0030528_C0877781,Edge from Paratyphoid fever to Headache,1
C0030528,C0015967,Directed,C0030528_C0015967,Edge from Paratyphoid fever to Fever,1
C0039240,C0008031,Directed,C0039240_C0008031,Edge from Supraventricular tachycardia to Chest pain,1
C0039240,C0085619,Directed,C0039240_C0085619,Edge from Supraventricular tachycardia to Shortness of breath,1
C0559470,C0013595,Directed,C0559470_C0013595,Edge from Peanut allergy to Dermatitis,1
C0559470,C0004096,Directed,C0559470_C0004096,Edge from Peanut allergy to Asthma,1
C0559470,C0002994,Directed,C0559470_C0002994,Edge from Peanut allergy to Angioedema,1
C0559470,C0018790,Directed,C0559470_C0018790,Edge from Peanut allergy to Cardiac arrest,1
C0559470,C0042109,Directed,C0559470_C0042109,Edge from Peanut allergy to Hives,1
C0559470,C0000737,Directed,C0559470_C0000737,Edge from Peanut allergy to Abdominal pain,1
C0559470,C0033774,Directed,C0559470_C0033774,Edge from Peanut allergy to Itch,1
C0559470,C0020649,Directed,C0559470_C0020649,Edge from Peanut allergy to Hypotension,1
C0559470,C0011991,Directed,C0559470_C0011991,Edge from Peanut allergy to Diarrhea,1
C0001577,C0227791,Directed,C0001577_C0227791,Edge from Pelvic inflammatory disease to Vaginal discharge,1
C0001577,C0015967,Directed,C0001577_C0015967,Edge from Pelvic inflammatory disease to Fever,1
C0001577,C0013428,Directed,C0001577_C0013428,Edge from Pelvic inflammatory disease to Dysuria,1
C0030920,C0027497,Directed,C0030920_C0027497,Edge from Peptic ulcer disease to Nausea,1
C0030920,C0000737,Directed,C0030920_C0000737,Edge from Peptic ulcer disease to Abdominal pain,1
C0030920,C0003123,Directed,C0030920_C0003123,Edge from Peptic ulcer disease to Anorexia (symptom),1
C0030920,C0018834,Directed,C0030920_C0018834,Edge from Peptic ulcer disease to Heartburn,1
C1167732,C0008031,Directed,C1167732_C0008031,Edge from Pericarditis to Chest pain,1
C1167732,C0015967,Directed,C1167732_C0015967,Edge from Pericarditis to Fever,1
C0031051,C0018520,Directed,C0031051_C0018520,Edge from Periodontal disease to Bad breath,1
C0085096,C0010520,Directed,C0085096_C0010520,Edge from Peripheral artery disease to Cyanosis,1
C0085096,C0021775,Directed,C0085096_C0021775,Edge from Peripheral artery disease to Intermittent claudication,1
C1449646,C0015967,Directed,C1449646_C0015967,Edge from Peritonitis to Fever,1
C0031157,C0343495,Directed,C0031157_C0343495,Edge from Peritonsillar abscess to Trismus,1
C0031157,C0015967,Directed,C0031157_C0015967,Edge from Peritonsillar abscess to Fever,1
C0002892,C0233407,Directed,C0002892_C0233407,Edge from Pernicious anemia to Confusion,1
C0002892,C0086132,Directed,C0002892_C0086132,Edge from Pernicious anemia to Depression (mood),1
C0002892,C0700200,Directed,C0002892_C0700200,Edge from Pernicious anemia to Lightheadedness,1
C0002892,C0085619,Directed,C0002892_C0085619,Edge from Pernicious anemia to Shortness of breath,1
C0002892,C0392699,Directed,C0002892_C0392699,Edge from Pernicious anemia to Paresthesia,1
C0002892,C0086525,Directed,C0002892_C0086525,Edge from Pernicious anemia to Fatigue,1
C0031350,C0031350,Directed,C0031350_C0031350,Edge from Pharyngitis to Pharyngitis,1
C0031350,C0454545,Directed,C0031350_C0454545,Edge from Pharyngitis to Hoarse voice,1
C0031350,C0010200,Directed,C0031350_C0010200,Edge from Pharyngitis to Cough,1
C0031350,C0877781,Directed,C0031350_C0877781,Edge from Pharyngitis to Headache,1
C0031350,C0015967,Directed,C0031350_C0015967,Edge from Pharyngitis to Fever,1
C0031485,C0376338,Directed,C0031485_C0376338,Edge from Phenylketonuria to Mental disorder,1
C0031485,C3495874,Directed,C0031485_C3495874,Edge from Phenylketonuria to Seizure,1
C0031485,C0917816,Directed,C0031485_C0917816,Edge from Phenylketonuria to Intellectual disability,1
C0031511,C0080203,Directed,C0031511_C0080203,Edge from Pheochromocytoma to Tachycardia,1
C0031511,C0038990,Directed,C0031511_C0038990,Edge from Pheochromocytoma to Perspiration,1
C0031511,C0877781,Directed,C0031511_C0877781,Edge from Pheochromocytoma to Headache,1
C0031511,C0020538,Directed,C0031511_C0020538,Edge from Pheochromocytoma to Hypertension,1
C0031511,C0030232,Directed,C0031511_C0030232,Edge from Pheochromocytoma to Pallor,1
C0031900,C0025990,Directed,C0031900_C0025990,Edge from Pierre Robin sequence to Micrognathism,1
C0000832,C0000737,Directed,C0000832_C0000737,Edge from Placental abruption to Abdominal pain,1
C0032197,C0002871,Directed,C0032197_C0002871,Edge from Platelet storage pool deficiency to Anemia,1
C0032285,C0010200,Directed,C0032285_C0010200,Edge from Pneumonia to Cough,1
C0032285,C0015967,Directed,C0032285_C0015967,Edge from Pneumonia to Fever,1
C0032285,C0085619,Directed,C0032285_C0085619,Edge from Pneumonia to Shortness of breath,1
C0032326,C0008031,Directed,C0032326_C0008031,Edge from Pneumothorax to Chest pain,1
C0032326,C0085619,Directed,C0032326_C0085619,Edge from Pneumothorax to Shortness of breath,1
C0032326,C0086525,Directed,C0032326_C0086525,Edge from Pneumothorax to Fatigue,1
C0032460,C0025323,Directed,C0032460_C0025323,Edge from Polycystic ovary syndrome to Heavy menstrual bleeding,1
C0032460,C4074771,Directed,C0032460_C4074771,Edge from Polycystic ovary syndrome to Infertility,1
C0032460,C0000889,Directed,C0032460_C0000889,Edge from Polycystic ovary syndrome to Acanthosis nigricans,1
C0032460,C0001144,Directed,C0032460_C0001144,Edge from Polycystic ovary syndrome to Acne,1
C0032460,C0019572,Directed,C0032460_C0019572,Edge from Polycystic ovary syndrome to Hirsutism,1
C0393851,C0750937,Directed,C0393851_C0750937,Edge from Polyneuropathy to Ataxia,1
C0020541,C0003962,Directed,C0020541_C0003962,Edge from Portal hypertension to Ascites,1
C4505439,C0376338,Directed,C4505439_C0376338,Edge from Post-traumatic stress disorder to Mental disorder,1
C0878576,C0877781,Directed,C0878576_C0877781,Edge from Posterior reversible encephalopathy syndrome to Headache,1
C0269899,C0080203,Directed,C0269899_C0080203,Edge from Postpartum bleeding to Tachycardia,1
C0269899,C0020651,Directed,C0269899_C0020651,Edge from Postpartum bleeding to Orthostatic hypotension,1
C2909478,C0027769,Directed,C2909478_C0027769,Edge from Postpartum depression to Anxiety,1
C2909478,C0086525,Directed,C2909478_C0086525,Edge from Postpartum depression to Fatigue,1
C0034041,C0015967,Directed,C0034041_C0015967,Edge from Postpartum infections to Fever,1
C0265222,C0085996,Directed,C0265222_C0085996,Edge from Prader–Willi syndrome to Developmental disability,1
C0265222,C0026825,Directed,C0265222_C0026825,Edge from Prader–Willi syndrome to Hypotonia,1
C0032961,C0032796,Directed,C0032961_C0032796,Edge from Pregnancy to Amenorrhea,1
C1384514,C0877781,Directed,C1384514_C0877781,Edge from Primary aldosteronism to Headache,1
C1384514,C0020538,Directed,C1384514_C0020538,Edge from Primary aldosteronism to Hypertension,1
C0023892,C0008370,Directed,C0023892_C0008370,Edge from Primary biliary cholangitis to Cholestasis,1
C0023892,C0033774,Directed,C0023892_C0033774,Edge from Primary biliary cholangitis to Itch,1
C0023892,C0086525,Directed,C0023892_C0086525,Edge from Primary biliary cholangitis to Fatigue,1
C0395005,C0043352,Directed,C0395005_C0043352,Edge from Primary polydipsia to Xerostomia,1
C0033300,C0002170,Directed,C0033300_C0002170,Edge from Progeria to Hair loss,1
