Id,Label,condition
C0264395,"Lung, Hyperlucent",disease
C0034068,Pulmonary Eosinophilia,disease
C0034069,Pulmonary Fibrosis,disease
C0035220,"Respiratory Distress Syndrome, Newborn",disease
C0028432,Nose Diseases,disease
C0008297,Choanal Atresia,disease
C0018197,"Granuloma, Lethal Midline",disease
C0027429,Nasal Obstruction,disease
C0027430,Nasal Polyps,disease
C0016735,Frontal Sinusitis,disease
C0024959,Maxillary Sinusitis,disease
C0037886,Sphenoid Sinusitis,disease
C0035455,Rhinitis,disease
C0035457,"Rhinitis, Allergic, Perennial",disease
C0032226,Pleural Diseases,disease
C0020312,Hydrothorax,disease
C0032227,Pleural Effusion,disease
C0032326,Pneumothorax,disease
C0035204,Respiration Disorders,disease
C3887755,Altitude Sickness,disease
C0003578,Apnea,symptom
C1956415,"Dyspnea, Paroxysmal",symptom
C0002064,"Alkalosis, Respiratory",disease
C0001127,"Acidosis, Respiratory",disease
C0001883,Airway Obstruction,disease
C0035232,Respiratory Paralysis,symptom
C0035228,Respiratory Hypersensitivity,disease
C0006288,Bronchopulmonary Sequestration,disease
C0080107,Respiratory Tract Fistula,disease
C1449809,Bovine Respiratory Disease Complex,disease
C0014541,Epiglottitis,disease
C0040584,Tracheitis,disease
C0039978,Thoracic Diseases,disease
C0025061,Mediastinal Diseases,disease
C0025062,Mediastinal Emphysema,disease
C0025064,Mediastinitis,disease
C0040580,Tracheal Diseases,disease
C0040583,Tracheal Stenosis,disease
C0013447,Ear Diseases,disease
C0013456,Earache,symptom
C0877848,Hearing Disorders,symptom
C1384666,Hearing Loss,symptom
C0086395,Deafness,symptom
C3665473,"Hearing Loss, Bilateral",symptom
C1148477,"Hearing Loss, Sudden",symptom
C0751557,Tinnitus,symptom
C0022890,Labyrinth Diseases,disease
C1527320,Meniere Disease,disease
C0022893,Labyrinthitis,disease
C0699744,Otitis,disease
C0029882,Otitis Media,disease
C0024904,Mastoiditis,disease
C0029883,Otitis Media with Effusion,disease
C5671289,Autoimmune Diseases of the Nervous System,disease
C0007795,Diffuse Cerebral Sclerosis of Schilder,disease
C0014059,"Encephalomyelitis, Acute Disseminated",disease
C0014077,"Leukoencephalitis, Acute Hemorrhagic",disease
C0032587,Polyradiculoneuropathy,disease
C3542501,Guillain-Barre Syndrome,disease
C0393799,Miller Fisher Syndrome,disease
C0699739,Hereditary Sensory and Autonomic Neuropathies,disease
C0393819,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",disease
C0042170,Uveomeningoencephalitic Syndrome,disease
C0018202,"Vasculitis, Central Nervous System",disease
C0752332,"Lupus Vasculitis, Central Nervous System",disease
C0001519,Adie Syndrome,disease
C0751203,Horner Syndrome,symptom
C0037019,Shy-Drager Syndrome,disease
C1535893,Orthostatic Intolerance,symptom
C0001889,Akinetic Mutism,disease
C1956233,Basal Ganglia Hemorrhage,disease
C0027849,Neuroleptic Malignant Syndrome,disease
C0752097,Parkinsonian Disorders,disease
C0030569,"Parkinson Disease, Secondary",disease
C0270730,MPTP Poisoning,disease
C0917808,Persistent Vegetative State,symptom
C0006110,Brain Death,disease
C0006112,"Brain Diseases, Metabolic",disease
C0752107,"Brain Diseases, Metabolic, Inborn",disease
C0751161,Galactosemias,disease
C2713319,"Leukodystrophy, Metachromatic",disease
C0751748,"Hyperglycinemia, Nonketotic",disease
C0751267,Leigh Disease,disease
C0342751,Glycogen Storage Disease Type II,disease
C0002986,Fabry Disease,disease
C0085131,"Gangliosidosis, GM1",disease
C0022716,Menkes Kinky Hair Syndrome,disease
C0342731,Mevalonate Kinase Deficiency,disease
C0031485,Phenylketonurias,disease
C0393667,"Myelinolysis, Central Pontine",disease
C0006114,Brain Edema,disease
C0751801,"Cerebral Hemorrhage, Traumatic",disease
C0752219,Diffuse Axonal Injury,disease
C0032268,Pneumocephalus,disease
C0007760,Cerebellar Diseases,disease
C0752120,Spinocerebellar Ataxias,disease
C0393519,Spinocerebellar Degenerations,disease
C0393953,Brain Infarction,disease
C0740376,"Infarction, Middle Cerebral Artery",disease
C0752304,"Hypoxia-Ischemia, Brain",disease
C0751815,"Carotid Artery, Internal, Dissection",disease
C0007282,Carotid Stenosis,disease
C0338586,Vertebral Artery Dissection,disease
C0751587,CADASIL,disease
C0917996,Intracranial Aneurysm,disease
C0007772,Intracranial Arteriovenous Malformations,disease
C0877855,Intracranial Embolism and Thrombosis,disease
C0007780,Intracranial Embolism,disease
C0752143,Intracranial Thrombosis,disease
C0751500,"Sinus Thrombosis, Intracranial",disease
C0270638,Cavernous Sinus Thrombosis,disease
C0751827,Lateral Sinus Thrombosis,disease
C0751893,Intracranial Hemorrhages,disease
C0751797,"Intracranial Hemorrhage, Traumatic",disease
C0238154,"Hematoma, Epidural, Cranial",disease
C0018946,"Hematoma, Subdural",disease
C0749095,"Hematoma, Subdural, Chronic",disease
C0032001,Pituitary Apoplexy,disease
C0751895,"Vasospasm, Intracranial",disease
C0022336,Creutzfeldt-Jakob Syndrome,disease
C0014070,Encephalomyelitis,disease
C0025309,Meningoencephalitis,disease
C0438414,"Epilepsies, Myoclonic",disease
C0270853,"Myoclonic Epilepsy, Juvenile",disease
C0085417,"Epilepsy, Complex Partial",disease
C0376532,"Epilepsy, Rolandic",disease
C0014558,"Epilepsy, Temporal Lobe",disease
C0014549,"Epilepsy, Tonic-Clonic",disease
C0546878,"Spasms, Infantile",disease
C3495874,Seizures,symptom
C0751057,"Seizures, Febrile",disease
C0393734,Status Epilepticus,disease
C0393735,Headache Disorders,disease
C0154723,Migraine with Aura,disease
C0751230,Hypothalamic Diseases,disease
C0023138,Laurence-Moon Syndrome,disease
C0032002,Pituitary Diseases,disease
C0020514,Hyperprolactinemia,disease
C0021141,Inappropriate ADH Syndrome,disease
C0995195,"Hypoxia, Brain",disease
C0151740,Intracranial Hypertension,disease
C0151620,Hypertensive Encephalopathy,disease
C0878576,Posterior Leukoencephalopathy Syndrome,disease
C0033845,Pseudotumor Cerebri,disease
C0038538,Subdural Effusion,disease
C0025289,Meningitis,disease
C0017495,Gerstmann-Straussler-Scheinker Disease,disease
C0162635,Angelman Syndrome,disease
C0454606,Dyskinesias,symptom
C0393584,Chorea,symptom
C0751088,"Dyskinesia, Drug-Induced",disease
C0152116,Torticollis,symptom
C0751553,Tic Disorders,disease
C0155339,Ocular Motility Disorders,disease
C0751515,Spinal Cord Injuries,disease
C0752129,Spinal Cord Ischemia,disease
C0751940,Abducens Nerve Diseases,disease
C0270871,Facial Nerve Diseases,disease
C0344243,"Nystagmus, Pathologic",disease
C0339693,Ophthalmoplegia,symptom
C0751402,Optic Nerve Diseases,disease
C0029124,Optic Atrophy,disease
C0524679,Optic Neuritis,disease
C0919308,Papilledema,disease
C0497552,Nervous System Malformations,disease
C0752153,Central Nervous System Vascular Malformations,disease
C5691433,Malformations of Cortical Development,disease
C0431349,Anencephaly,disease
C0750929,Arnold-Chiari Malformation,disease
C0393983,Encephalocele,disease
C1261470,Meningocele,disease
C0751316,Meningomyelocele,disease
C0080174,Spina Bifida Occulta,disease
C0022340,Neuronal Ceroid-Lipofuscinoses,disease
C0007815,Cerebrospinal Fluid Rhinorrhea,symptom
C0751070,Decerebrate State,symptom
C0004158,Athetosis,symptom
C0233612,Catalepsy,symptom
C0013421,Dystonia,symptom
C3887506,Hyperkinesis,symptom
C3887612,Psychomotor Agitation,symptom
C0751564,Tremor,symptom
C0025287,Meningism,symptom
C0751512,Speech Disorders,symptom
C0454596,Dysarthria,symptom
C0026884,Mutism,symptom
C0233407,Confusion,symptom
C0860634,Coma,symptom
C0023380,Lethargy,symptom
C0002624,"Amnesia, Retrograde",symptom
C0751157,Fragile X Syndrome,disease
C0265222,Prader-Willi Syndrome,disease
C0600467,Neurogenic Inflammation,disease
C0541957,Fasciculation,symptom
C0026826,Muscle Hypertonia,symptom
C0700153,Myotonia,symptom
C0343495,Trismus,symptom
C0751648,Low Back Pain,symptom
C0751135,Facial Pain,symptom
C0036396,Sciatica,symptom
C0392550,Hemiplegia,symptom
C0278114,Paraplegia,symptom
C0270790,Quadriplegia,symptom
C0030552,Paresis,symptom
C0278118,Paraparesis,symptom
C0036659,Sensation Disorders,symptom
C0458247,Hyperalgesia,symptom
C0085636,Photophobia,symptom
C0544679,Scotoma,symptom
C0005697,"Urinary Bladder, Neurogenic",symptom
C0270896,Brachial Plexus Neuropathies,disease
C0751925,Sciatic Neuropathy,disease
C0027743,Nerve Compression Syndromes,disease
C0027813,Neuritis,disease
C0002768,"Pain Insensitivity, Congenital",disease
C0032586,Polyradiculopathy,disease
C0034544,Radiculopathy,disease
C0154659,Neurotoxicity Syndromes,disease
C0001940,Alcohol Amnestic Disorder,disease
C0751506,Sleep Deprivation,symptom
C0007384,Cataplexy,disease
C0751772,REM Sleep Behavior Disorder,disease
C0037672,Somnambulism,disease
C0751504,Skull Fractures,disease
C0009763,Conjunctivitis,disease
C0022573,Keratoconjunctivitis,disease
C0030804,"Pemphigoid, Benign Mucous Membrane",disease
C0043349,Xerophthalmia,disease
C0010034,Corneal Diseases,disease
C0010037,Corneal Edema,disease
C0022578,Keratoconus,disease
C0026010,Microphthalmos,disease
C0035317,Retinal Hemorrhage,disease
C0015423,Eyelid Diseases,disease
C0022904,Lacrimal Apparatus Diseases,disease
C0017601,Glaucoma,disease
C0029182,Orbital Diseases,disease
C0015300,Exophthalmos,disease
C0149507,Orbital Cellulitis,disease
C0026961,Mydriasis,disease
C0027092,Myopia,disease
C0024437,Macular Degeneration,disease
C0152026,Retinal Vasculitis,disease
C0154874,Retinitis,disease
C0008513,Chorioretinitis,disease
C0035319,"Retinal Necrosis Syndrome, Acute",disease
C0036412,Scleral Diseases,disease
C0027547,Scleritis,disease
C0008521,Choroid Diseases,disease
C0008526,Choroiditis,disease
C0022073,Iridocyclitis,disease
C0042164,Uveitis,disease
C0030343,Panuveitis,disease
C0042165,"Uveitis, Anterior",disease
C0042167,"Uveitis, Posterior",disease
C0017412,"Genital Diseases, Male",disease
C0014534,Epididymitis,disease
C0030846,Penile Diseases,disease
C0033575,Prostatic Diseases,disease
C0242350,Erectile Dysfunction,disease
C0037856,Spermatic Cord Torsion,disease
C0039584,Testicular Diseases,disease
C0431664,Cryptorchidism,disease
C0029191,Orchitis,disease
C0019269,Disorders of Sex Development,disease
C0302280,Adrenogenital Syndrome,disease
C0018051,Gonadal Dysgenesis,disease
C1527168,Turner Syndrome,disease
C0543754,Klinefelter Syndrome,disease
C0042075,Urologic Diseases,disease
C0003460,Anuria,disease
C1563706,"Diabetes Insipidus, Nephrogenic",disease
C4759705,Diabetic Nephropathies,disease
C0020295,Hydronephrosis,disease
C0018036,"Hypertension, Renovascular",disease
C0022656,Kidney Cortex Necrosis,disease
C0022679,"Kidney Diseases, Cystic",disease
C0085413,"Polycystic Kidney, Autosomal Dominant",disease
C0022667,Kidney Papillary Necrosis,disease
C0027697,Nephritis,disease
C0017661,"Glomerulonephritis, IGA",disease
C0017662,"Glomerulonephritis, Membranoproliferative",disease
C1704378,"Glomerulonephritis, Membranous",disease
C0086432,"Glomerulosclerosis, Focal Segmental",disease
C0024143,Lupus Nephritis,disease
C0034186,Pyelonephritis,disease
C0034188,"Pyelonephritis, Xanthogranulomatous",disease
C0034183,Pyelitis,disease
C0022650,Kidney Calculi,disease
C0027721,"Nephrosis, Lipoid",disease
C0027726,Nephrotic Syndrome,disease
C0031065,Perinephritis,disease
C0035066,Renal Artery Obstruction,disease
C0035078,Renal Insufficiency,disease
C0022672,"Kidney Tubular Necrosis, Acute",disease
C0001126,"Acidosis, Renal Tubular",disease
C0221043,Liddle Syndrome,disease
C0002534,Renal Aminoacidurias,disease
C0010691,Cystinuria,disease
C0019061,Hemolytic-Uremic Syndrome,disease
C0041956,Ureteral Obstruction,disease
C0041960,Ureterocele,disease
C1456865,Ureteral Calculi,disease
C0041969,Urethral Diseases,disease
C0041972,Urethral Obstruction,disease
C0005694,Urinary Bladder Neck Obstruction,disease
C0041976,Urethritis,disease
C0005686,Urinary Bladder Diseases,disease
C0010692,Cystitis,disease
C5232302,Vesico-Ureteral Reflux,disease
C0042035,Urination Disorders,disease
C0018965,Hematuria,disease
C0028961,Oliguria,symptom
C0032617,Polyuria,symptom
C0001925,Albuminuria,symptom
C0019048,Hemoglobinuria,symptom
C0042024,Urinary Incontinence,symptom
C0080274,Urinary Retention,disease
C0451641,Urolithiasis,disease
C0042018,Urinary Calculi,disease
C0017411,"Genital Diseases, Female",disease
C0001576,Adnexal Diseases,disease
C0015556,Fallopian Tube Diseases,disease
C0036130,Salpingitis,disease
C0029928,Ovarian Diseases,disease
C0029051,Oophoritis,disease
C0085083,Ovarian Hyperstimulation Syndrome,disease
C0014179,Endometritis,disease
C0014175,Endometriosis,disease
C0341869,"Infertility, Female",disease
C0042131,Uterine Diseases,disease
C0034215,Pyometra,disease
C0007867,Uterine Cervical Diseases,disease
C0042143,Uterine Rupture,disease
C0042139,Uterine Perforation,disease
C0042251,Vaginal Diseases,disease
C0227791,Vaginal Discharge,disease
C0042267,Vaginitis,disease
C0042994,Vulvar Diseases,disease
C0033778,Pruritus Vulvae,disease
C0000822,"Abortion, Spontaneous",disease
C0000814,"Abortion, Missed",disease
C0000823,"Abortion, Veterinary",disease
C0752350,Embryo Loss,disease
C0085207,"Diabetes, Gestational",disease
C2718076,Fetal Death,disease
C0015951,Fetal Resorption,disease
C0002631,Chorioamnionitis,disease
C0014761,"Erythroblastosis, Fetal",disease
C0015934,Fetal Growth Retardation,disease
C0013537,Eclampsia,disease
C0032914,Pre-Eclampsia,disease
C0022865,Obstetric Labor Complications,disease
C1566302,"Fetal Membranes, Premature Rupture",disease
C0022876,"Obstetric Labor, Premature",disease
C0032044,Placenta Accreta,disease
C0032046,Placenta Previa,disease
C0242669,"Placenta, Retained",disease
C0013927,"Embolism, Amniotic Fluid",disease
C0032969,Pregnancy in Diabetics,disease
C0032987,"Pregnancy, Ectopic",disease
C0032984,"Pregnancy, Abdominal",disease
C0033054,Prenatal Exposure Delayed Effects,disease
C0024894,Mastitis,disease
C0243050,Cardiovascular Abnormalities,disease
C0003492,Aortic Coarctation,disease
C0009995,Cor Triatriatum,disease
C0010074,Coronary Vessel Anomalies,disease
C0013743,Eisenmenger Complex,disease
C0018818,"Heart Septal Defects, Ventricular",disease
C0039685,Tetralogy of Fallot,disease
C0158570,Vascular Malformations,disease
C0003857,Arteriovenous Malformations,disease
C1956223,Arteriovenous Fistula,disease
C0080304,Vascular Fistula,disease
C1721096,Brugada Syndrome,disease
C0151636,Ventricular Premature Complexes,disease
C0004331,Heart Block,disease
C0151878,Long QT Syndrome,disease
C0043202,Wolff-Parkinson-White Syndrome,disease
C0242513,"Tachycardia, Paroxysmal",disease
C0039239,"Tachycardia, Sinus",disease
C0030590,"Tachycardia, Ventricular",disease
C0040479,Torsades de Pointes,disease
C0042510,Ventricular Fibrillation,disease
C0152173,Ventricular Flutter,disease
C0007166,"Cardiac Output, Low",symptom
C0007177,Cardiac Tamponade,disease
C1449563,"Cardiomyopathy, Dilated",disease
C0149721,"Hypertrophy, Left Ventricular",disease
C0007194,"Cardiomyopathy, Hypertrophic",disease
C0027055,Myocardial Reperfusion Injury,disease
C0027059,Myocarditis,disease
C1541923,Endocarditis,disease
C0085298,"Death, Sudden, Cardiac",disease
C0018814,"Heart Rupture, Post-Infarction",disease
C1956158,Ventricular Septal Rupture,disease
C0018824,Heart Valve Diseases,disease
C0003504,Aortic Valve Insufficiency,disease
C0003507,Aortic Valve Stenosis,disease
C0026266,Mitral Valve Insufficiency,disease
C0026269,Mitral Valve Stenosis,disease
C0034088,Pulmonary Valve Insufficiency,disease
C0948089,Acute Coronary Syndrome,symptom
C0242231,Coronary Stenosis,disease
C0010072,Coronary Thrombosis,disease
C0262564,Anterior Wall Myocardial Infarction,disease
C0036980,"Shock, Cardiogenic",disease
C0031039,Pericardial Effusion,disease
C1167732,Pericarditis,disease
C0031876,"Pericarditis, Constrictive",disease
C0032760,Postpericardiotomy Syndrome,disease
C0034072,Pulmonary Heart Disease,disease
C0242973,Ventricular Dysfunction,disease
C1739395,Takotsubo Cardiomyopathy,disease
C0002940,Aneurysm,disease
C0340643,"Aneurysm, Dissecting",disease
C1510412,"Aneurysm, False",disease
C0162869,"Aneurysm, Ruptured",disease
C0741160,Aortic Rupture,disease
C0003486,Aortic Aneurysm,disease
C0162871,"Aortic Aneurysm, Abdominal",disease
C0162872,"Aortic Aneurysm, Thoracic",disease
C0162870,Iliac Aneurysm,disease
C0002992,Angiomatosis,disease
C0002994,Angioedema,disease
C0003493,Aortic Diseases,disease
C0003510,Takayasu Arteritis,disease
C0003509,Aortitis,disease
C0264995,Arterial Occlusive Diseases,disease
C0003850,Arteriosclerosis,disease
C0003851,Arteriosclerosis Obliterans,disease
C1704436,Peripheral Arterial Disease,disease
C0021775,Intermittent Claudication,symptom
C0040021,Thromboangiitis Obliterans,disease
C0003860,Arteritis,disease
C0014100,Endarteritis,disease
C0086254,Polyarteritis Nodosa,disease
C0343084,Capillary Leak Syndrome,disease
C0025945,Diabetic Angiopathies,disease
C1456868,Diabetic Foot,disease
C0013922,Embolism,disease
C0013926,"Embolism, Air",disease
C0013928,"Embolism, Fat",disease
C0149649,"Embolism, Cholesterol",disease
C0040038,Thromboembolism,disease
C0087086,Thrombosis,disease
C0042487,Venous Thrombosis,disease
C0031556,Thrombophlebitis,disease
C1867450,Pseudoxanthoma Elasticum,disease
C0037018,Shwartzman Phenomenon,disease
C0020540,"Hypertension, Malignant",disease
C0085096,Peripheral Vascular Diseases,disease
C0014804,Erythromelalgia,disease
C0031542,Phlebitis,disease
C0034734,Raynaud Disease,disease
C0035126,Reperfusion Injury,disease
C0037998,Splenic Infarction,disease
C0042344,Varicose Ulcer,disease
C0264939,Systemic Vasculitis,disease
C0008728,Churg-Strauss Syndrome,disease
C0151436,"Vasculitis, Leukocytoclastic, Cutaneous",disease
C0015625,Fanconi Anemia,disease
C0002881,"Anemia, Hemolytic, Congenital",disease
C1306589,"Anemia, Dyserythropoietic, Congenital",disease
C0002895,"Anemia, Sickle Cell",disease
C0019034,Hemoglobin SC Disease,disease
C0037054,Sickle Cell Trait,disease
C0013902,"Elliptocytosis, Hereditary",disease
C2939465,Glucosephosphate Dehydrogenase Deficiency,disease
C0019021,Hemoglobin C Disease,disease
C0037889,"Spherocytosis, Hereditary",disease
C0039730,Thalassemia,disease
C0002312,alpha-Thalassemia,disease
C0024790,"Hemoglobinuria, Paroxysmal",disease
C0162316,"Anemia, Iron-Deficiency",disease
C0002886,"Anemia, Macrocytic",disease
C0002892,"Anemia, Pernicious",disease
C0002893,"Anemia, Refractory",disease
C0002894,"Anemia, Refractory, with Excess of Blasts",disease
C0002896,"Anemia, Sideroblastic",disease
C0005779,Blood Coagulation Disorders,disease
C2584774,Afibrinogenemia,disease
C1848525,von Willebrand Diseases,disease
C0012739,Disseminated Intravascular Coagulation,disease
C0013491,Ecchymosis,symptom
C0085650,Purpura Fulminans,symptom
C0857305,"Purpura, Thrombocytopenic",symptom
C0398650,"Purpura, Thrombocytopenic, Idiopathic",symptom
C1956258,"Purpura, Thrombotic Thrombocytopenic",symptom
C3489628,"Thrombocythemia, Essential",disease
C0005806,Blood Group Incompatibility,disease
C0035404,Rh Isoimmunization,disease
C0040034,Thrombocytopenia,disease
C0836924,Thrombocytosis,disease
C0005830,Blood Protein Disorders,disease
C0001768,Agammaglobulinemia,disease
C0162539,IgG Deficiency,disease
C0020455,Hypergammaglobulinemia,symptom
C0026470,Monoclonal Gammopathy of Undetermined Significance,disease
C0020639,Hypoproteinemia,disease
C0005956,Bone Marrow Diseases,disease
C2713368,Myelodysplastic Syndromes,disease
C0027022,Myeloproliferative Disorders,disease
C0023501,Leukemoid Reaction,disease
C0032463,Polycythemia Vera,disease
C0001815,Primary Myelofibrosis,disease
C0019045,Hemoglobinopathies,disease
C0019087,Hemorrhagic Disorders,disease
C1368797,Angiolymphoid Hyperplasia with Eosinophilia,disease
C1540912,Hypereosinophilic Syndrome,disease
C0024282,Lymphocytosis,disease
C0023530,Leukopenia,disease
C0001824,Agranulocytosis,disease
C0027947,Neutropenia,disease
C0024312,Lymphopenia,disease
C0206744,"T-Lymphocytopenia, Idiopathic CD4-Positive",disease
C0282548,Leukostasis,disease
C3179244,Pelger-Huet Anomaly,disease
C0031306,Phagocyte Bactericidal Dysfunction,disease
C0007965,Chediak-Higashi Syndrome,disease
C3661525,"Granulomatous Disease, Chronic",disease
C0025637,Methemoglobinemia,disease
C0030312,Pancytopenia,disease
C0032461,Polycythemia,disease
C0019618,Histiocytosis,disease
C0019624,"Histiocytosis, Non-Langerhans-Cell",disease
C0878675,Erdheim-Chester Disease,disease
C0019625,"Histiocytosis, Sinus",disease
C0019068,"Lymphohistiocytosis, Hemophagocytic",disease
C0398367,Histiocytic Necrotizing Lymphadenitis,disease
C0024225,Lymphangitis,disease
C1704423,Lymphedema,disease
C0544766,Elephantiasis,disease
C0549463,Lymphoproliferative Disorders,disease
C0018188,Granuloma,disease
C0042171,Uveoparotid Fever,disease
C0041364,Tumor Lysis Syndrome,disease
C0221269,Pseudolymphoma,disease
C0002897,Hypersplenism,disease
C0038000,Splenic Rupture,disease
C0040115,Thymus Hyperplasia,disease
C0000768,Congenital Abnormalities,disease
C0000771,"Abnormalities, Drug-Induced",disease
C1706004,Ectodermal Dysplasia,disease
C0162359,"Ectodermal Dysplasia 1, Anhidrotic",disease
C0021171,Incontinentia Pigmenti,disease
C0000773,"Abnormalities, Radiation-Induced",disease
C0969687,Chromosome Disorders,disease
C0037221,Situs Inversus,disease
C0001197,Acrodermatitis,disease
C0020757,Ichthyosis,disease
C0235752,Port-Wine Stain,disease
C0080024,Piebaldism,disease
C0751422,Hereditary Autoinflammatory Diseases,disease
C0343068,Cryopyrin-Associated Periodic Syndromes,disease
C0031069,Familial Mediterranean Fever,disease
C0007001,"Carbohydrate Metabolism, Inborn Errors",disease
C0017919,Glycogen Storage Disease,disease
C0017924,Glycogen Storage Disease Type V,disease
C0026707,Mucopolysaccharidosis IV,disease
C0026709,Mucopolysaccharidosis VI,disease
C0023772,"Lipid Metabolism, Inborn Errors",disease
C0020623,Hypolipoproteinemias,disease
C0008384,Cholesterol Ester Storage Disease,disease
C0043208,Wolman Disease,disease
C0034139,"Purine-Pyrimidine Metabolism, Inborn Errors",disease
C0022595,Darier Disease,disease
C0086196,"Dermatitis, Atopic",disease
C0021290,"Infant, Newborn, Diseases",disease
C0004045,Asphyxia Neonatorum,disease
C0005604,Birth Injuries,disease
C1565887,"Jaundice, Neonatal",disease
C0021295,"Infant, Premature, Diseases",disease
C0027609,Neonatal Abstinence Syndrome,disease
C0024137,"Lupus Erythematosus, Cutaneous",disease
C0024138,"Lupus Erythematosus, Discoid",disease
C0026272,Mixed Connective Tissue Disease,disease
C0162855,Mucinoses,disease
C0027145,Myxedema,disease
C0036413,Scleredema Adultorum,disease
C0030331,Panniculitis,disease
C0030328,"Panniculitis, Nodular Nonsuppurative",disease
C0001144,Acne Vulgaris,disease
C0877055,Acute Generalized Exanthematous Pustulosis,disease
C0006145,Breast Diseases,disease
C0423772,Cutaneous Fistula,disease
C0011603,Dermatitis,disease
C0162351,"Dermatitis, Contact",disease
C0162820,"Dermatitis, Allergic Contact",disease
C0011974,Diaper Rash,disease
C0086457,"Dermatitis, Occupational",disease
C0011606,"Dermatitis, Exfoliative",disease
C0011608,Dermatitis Herpetiformis,disease
C0263449,"Dermatitis, Perioral",disease
C0036508,"Dermatitis, Seborrheic",disease
C0014743,Erythema Nodosum,disease
C0036830,Serum Sickness,disease
C0013595,Eczema,disease
C0027822,Neurodermatitis,disease
C0034561,Radiodermatitis,disease
C0041834,Erythema,disease
C0014742,Erythema Multiforme,disease
C0085077,Sweet Syndrome,disease
C0015704,Facial Dermatoses,disease
C0016509,Foot Dermatoses,disease
C0016436,Folliculitis,disease
C0020678,Hypotrichosis,disease
C0002170,Alopecia,disease
C0018567,Hand Dermatoses,disease
C0022572,Keratoacanthoma,disease
C0023219,Leg Dermatoses,disease
C0023801,Lipomatosis,disease
C0027339,Nail Diseases,disease
C0031762,Photosensitivity Disorders,disease
C0038814,Sunburn,disease
C0033771,Prurigo,disease
C0033774,Pruritus,symptom
C0034212,Pyoderma,disease
C0085652,Pyoderma Gangrenosum,disease
C0406486,Rosacea,disease
C0036271,Scalp Dermatoses,disease
C0162818,"Skin Diseases, Papulosquamous",disease
C0162848,Lichenoid Eruptions,disease
C0162850,Pityriasis Lichenoides,disease
C0030491,Parapsoriasis,disease
C0032024,Pityriasis,disease
C0162819,"Skin Diseases, Vascular",disease
C0080159,"Skin Diseases, Vesiculobullous",disease
C0000887,Acantholysis,disease
C0005758,Blister,disease
C0030805,"Pemphigoid, Bullous",disease
C0030809,Pemphigus,disease
C0037299,Skin Ulcer,disease
C0023223,Leg Ulcer,disease
C0011127,Pressure Ulcer,disease
C0038986,Sweat Gland Diseases,disease
C0085160,Hidradenitis,disease
C0020458,Hyperhidrosis,disease
C0020620,Hypohidrosis,disease
C0026113,Miliaria,disease
C0025517,Metabolic Diseases,disease
C0001118,Acid-Base Imbalance,disease
C0001122,Acidosis,disease
C0022638,Ketosis,disease
C0006663,Calcinosis,disease
C0020598,Hypocalcemia,disease
C0011849,Diabetes Mellitus,disease
C0362046,Prediabetic State,disease
C0282193,Iron Overload,disease
C0019114,Hemosiderosis,disease
C0043325,Xanthomatosis,disease
C0031707,Phosphorus Metabolism Disorders,disease
C0085682,Hypophosphatemia,disease
C0043065,Water-Electrolyte Imbalance,disease
C1136135,Dehydration,disease
C0020461,Hyperkalemia,disease
C0043049,Water Intoxication,disease
C1257753,Child Nutrition Disorders,disease
C1257752,Infant Nutrition Disorders,disease
C0162429,Malnutrition,disease
C0042842,Vitamin A Deficiency,disease
C0016412,Folic Acid Deficiency,disease
C0039841,Thiamine Deficiency,disease
C1527330,Vitamin B 6 Deficiency,disease
C0032827,Potassium Deficiency,disease
C0033677,Protein-Energy Malnutrition,disease
C0038187,Starvation,disease
C0028756,"Obesity, Morbid",symptom
C0020457,Hyperglycemic Hyperosmolar Nonketotic Coma,disease
C0271623,Hypogonadism,disease
C0030517,Parathyroid Diseases,disease
C0342342,Hypoparathyroidism,disease
C0040156,Thyrotoxicosis,disease
C0040147,Thyroiditis,disease
C0677607,Hashimoto Disease,disease
C0040149,"Thyroiditis, Subacute",disease
C0018133,Graft vs Host Disease,disease
C0020523,"Hypersensitivity, Immediate",disease
C0002792,Anaphylaxis,disease
C0079840,Milk Hypersensitivity,disease
C0020951,Immune Complex Diseases,disease
C0003907,Arthus Reaction,disease
C1619738,Immune Reconstitution Inflammatory Syndrome,disease
C0021051,Immunologic Deficiency Syndromes,disease
C2936664,Common Variable Immunodeficiency,disease
C0242597,Leukocyte-Adhesion Deficiency Syndrome,disease
C1096155,Macrophage Activation Syndrome,disease
C0524988,Schnitzler Syndrome,disease
C0038441,"Stress Disorders, Traumatic",disease
C0015480,Factitious Disorders,disease
C0029121,Attention Deficit and Disruptive Behavior Disorders,disease
C1263846,Attention Deficit Disorder with Hyperactivity,disease
C0008074,"Child Development Disorders, Pervasive",disease
C0004352,Autistic Disorder,disease
C0036344,"Schizophrenia, Catatonic",disease
C0036347,"Schizophrenia, Disorganized",disease
C0037650,Somatoform Disorders,disease
C0006736,Calculi,disease
C0008519,Choristoma,disease
C1261287,"Constriction, Pathologic",disease
C1510475,Diverticulum,disease
C0012811,"Diverticulum, Colon",disease
C1306710,Facial Asymmetry,disease
C0016169,Fistula,disease
C0019295,"Hernia, Inguinal",disease
C0019284,"Hernia, Diaphragmatic",disease
C0019285,"Hernia, Diaphragmatic, Traumatic",disease
C3489393,"Hernia, Hiatal",disease
