Source,Target,Type,Id,Label,Weight
C0025309,C0877781,Directed,C0025309_C0877781,Edge from Meningoencephalitis to Hemicrania,1
C0025309,C0392550,Directed,C0025309_C0392550,"Edge from Meningoencephalitis to Hemiplegia, Infantile",1
C0025309,C0025287,Directed,C0025309_C0025287,Edge from Meningoencephalitis to Meningism,1
C0025309,C3495874,Directed,C0025309_C3495874,Edge from Meningoencephalitis to Nonepileptic Seizures,1
C0025309,C0860634,Directed,C0025309_C0860634,Edge from Meningoencephalitis to Psychogenic coma,1
C0022716,C0005612,Directed,C0022716_C0005612,Edge from Menkes Kinky Hair Syndrome to Birth Weight,1
C0022716,C1879328,Directed,C0022716_C1879328,Edge from Menkes Kinky Hair Syndrome to Blindness both eyes NOS (disorder),1
C0022716,C0005910,Directed,C0022716_C0005910,Edge from Menkes Kinky Hair Syndrome to Body Weight,1
C0022716,C0026825,Directed,C0022716_C0026825,Edge from Menkes Kinky Hair Syndrome to Flaccid Muscle Tone,1
C0022716,C0020438,Directed,C0022716_C0020438,Edge from Menkes Kinky Hair Syndrome to Hypercalciuria,1
C0022716,C0274285,Directed,C0022716_C0274285,"Edge from Menkes Kinky Hair Syndrome to Hypothermia, Accidental",1
C0022716,C0021712,Directed,C0022716_C0021712,"Edge from Menkes Kinky Hair Syndrome to Myoclonus, Intention",1
C0022716,C3495874,Directed,C0022716_C3495874,Edge from Menkes Kinky Hair Syndrome to Nonepileptic Seizures,1
C0022716,C5441816,Directed,C0022716_C5441816,Edge from Menkes Kinky Hair Syndrome to Psychomotor Impairment,1
C0022716,C1384666,Directed,C0022716_C1384666,Edge from Menkes Kinky Hair Syndrome to hearing impairment,1
C0025323,C0013390,Directed,C0025323_C0013390,Edge from Menorrhagia to Dysmenorrhea,1
C0025323,C0013491,Directed,C0025323_C0013491,Edge from Menorrhagia to Ecchymosis,1
C0025323,C0016382,Directed,C0025323_C0016382,Edge from Menorrhagia to Flushing,1
C0025323,C0877781,Directed,C0025323_C0877781,Edge from Menorrhagia to Hemicrania,1
C0025323,C0028756,Directed,C0025323_C0028756,Edge from Menorrhagia to Morbid obesity,1
C0025323,C0030201,Directed,C0025323_C0030201,"Edge from Menorrhagia to Pain, Postoperative",1
C0025323,C0458257,Directed,C0025323_C0458257,"Edge from Menorrhagia to Pain, Splitting",1
C0025323,C0030794,Directed,C0025323_C0030794,Edge from Menorrhagia to Pelvic Pain,1
C0025323,C0857305,Directed,C0025323_C0857305,Edge from Menorrhagia to Thrombocytopenic purpura,1
C0025323,C0750949,Directed,C0025323_C0750949,Edge from Menorrhagia to Vertebrogenic Pain Syndrome,1
C0011570,C0312422,Directed,C0011570_C0312422,Edge from Mental Depression to Blackout - symptom,1
C0011570,C0344315,Directed,C0011570_C0344315,Edge from Mental Depression to Depressed mood,1
C0011570,C0150041,Directed,C0011570_C0150041,Edge from Mental Depression to Feeling hopeless,1
C0011570,C0424000,Directed,C0011570_C0424000,Edge from Mental Depression to Feeling suicidal (finding),1
C0011570,C0233762,Directed,C0011570_C0233762,"Edge from Mental Depression to Hallucinations, Auditory",1
C0011570,C0022107,Directed,C0011570_C0022107,Edge from Mental Depression to Irritable Mood,1
C0011570,C0424230,Directed,C0011570_C0424230,Edge from Mental Depression to Motor retardation,1
C0011570,C0917801,Directed,C0011570_C0917801,Edge from Mental Depression to Sleeplessness,1
C0011570,C0438696,Directed,C0011570_C0438696,Edge from Mental Depression to Suicidal,1
C0011570,C0424109,Directed,C0011570_C0424109,Edge from Mental Depression to Weepiness,1
C0025427,C0751292,Directed,C0025427_C0751292,Edge from Mercury Poisoning to Age-Related Memory Disorders,1
C0025427,C0001925,Directed,C0025427_C0001925,Edge from Mercury Poisoning to Albuminuria,1
C0025427,C0750937,Directed,C0025427_C0750937,"Edge from Mercury Poisoning to Ataxia, Appendicular",1
C0025427,C0155503,Directed,C0025427_C0155503,Edge from Mercury Poisoning to Central Nervous System Origin Vertigo,1
C0025427,C0007758,Directed,C0025427_C0007758,Edge from Mercury Poisoning to Cerebellar Ataxia,1
C0025427,C0029166,Directed,C0025427_C0029166,Edge from Mercury Poisoning to Oral Manifestations,1
C0025427,C0751564,Directed,C0025427_C0751564,Edge from Mercury Poisoning to Pill Rolling Tremor,1
C0025427,C0033687,Directed,C0025427_C0033687,Edge from Mercury Poisoning to Proteinuria,1
C0025427,C5441816,Directed,C0025427_C5441816,Edge from Mercury Poisoning to Psychomotor Impairment,1
C0025427,C3665347,Directed,C0025427_C3665347,Edge from Mercury Poisoning to Visual Impairment,1
C0546127,C0751292,Directed,C0546127_C0751292,"Edge from Mercury Poisoning, Nervous System to Age-Related Memory Disorders",1
C0546127,C0750937,Directed,C0546127_C0750937,"Edge from Mercury Poisoning, Nervous System to Ataxia, Appendicular",1
C0546127,C0278076,Directed,C0546127_C0278076,"Edge from Mercury Poisoning, Nervous System to Behavioral tic",1
C0546127,C1879328,Directed,C0546127_C1879328,"Edge from Mercury Poisoning, Nervous System to Blindness both eyes NOS (disorder)",1
C0546127,C0005910,Directed,C0546127_C0005910,"Edge from Mercury Poisoning, Nervous System to Body Weight",1
C0546127,C0018776,Directed,C0546127_C0018776,"Edge from Mercury Poisoning, Nervous System to Hearing Loss, Central",1
C0546127,C0751418,Directed,C0546127_C0751418,"Edge from Mercury Poisoning, Nervous System to Hemisensory Neglect",1
C0546127,C0751564,Directed,C0546127_C0751564,"Edge from Mercury Poisoning, Nervous System to Pill Rolling Tremor",1
C0546127,C0752257,Directed,C0546127_C0752257,"Edge from Mercury Poisoning, Nervous System to Pinprick Sensation Diminished",1
C0546127,C5441816,Directed,C0546127_C5441816,"Edge from Mercury Poisoning, Nervous System to Psychomotor Impairment",1
C0007129,C0002962,Directed,C0007129_C0002962,Edge from Merkel cell carcinoma to Angina Pectoris,1
C0007129,C0007815,Directed,C0007129_C0007815,Edge from Merkel cell carcinoma to Cerebrospinal Fluid Rhinorrhea,1
C0007129,C0013604,Directed,C0007129_C0013604,Edge from Merkel cell carcinoma to Edema,1
C0007129,C0015967,Directed,C0007129_C0015967,Edge from Merkel cell carcinoma to Fever,1
C0007129,C0458257,Directed,C0007129_C0458257,"Edge from Merkel cell carcinoma to Pain, Splitting",1
C0206637,C0000737,Directed,C0206637_C0000737,Edge from Mesenchymal Chondrosarcoma to Abdominal Pain,1
C0206637,C0231694,Directed,C0206637_C0231694,"Edge from Mesenchymal Chondrosarcoma to Gait, Festinating",1
C0206637,C0877781,Directed,C0206637_C0877781,Edge from Mesenchymal Chondrosarcoma to Hemicrania,1
C0206637,C0751201,Directed,C0206637_C0751201,Edge from Mesenchymal Chondrosarcoma to Neurogenic Hoarseness,1
C0206637,C0458257,Directed,C0206637_C0458257,"Edge from Mesenchymal Chondrosarcoma to Pain, Splitting",1
C0206637,C0042963,Directed,C0206637_C0042963,Edge from Mesenchymal Chondrosarcoma to Vomiting,1
C0025464,C0271186,Directed,C0025464_C0271186,"Edge from Mesenchymoma to Diplopia, Refractive",1
C0025464,C0018926,Directed,C0025464_C0018926,Edge from Mesenchymoma to Hematemesis,1
C0025464,C0392550,Directed,C0025464_C0392550,"Edge from Mesenchymoma to Hemiplegia, Infantile",1
C0025464,C0151786,Directed,C0025464_C0151786,Edge from Mesenchymoma to Muscle Weakness,1
C0025464,C0028961,Directed,C0025464_C0028961,Edge from Mesenchymoma to Oliguria,1
C0025464,C0030552,Directed,C0025464_C0030552,Edge from Mesenchymoma to Paresis,1
C0025464,C0032617,Directed,C0025464_C0032617,Edge from Mesenchymoma to Polyuria,1
C0025464,C0542142,Directed,C0025464_C0542142,Edge from Mesenchymoma to Recurrent Laryngeal Nerve Paralysis,1
C0025464,C0751648,Directed,C0025464_C0751648,Edge from Mesenchymoma to Recurrent Low Back Pain,1
C0025464,C0152116,Directed,C0025464_C0152116,Edge from Mesenchymoma to Spasmodic torticollis,1
C0025467,C0000727,Directed,C0025467_C0000727,"Edge from Mesenteric Cyst to Abdomen, Acute",1
C0025467,C0000729,Directed,C0025467_C0000729,Edge from Mesenteric Cyst to Abdominal Cramps,1
C0025467,C0000737,Directed,C0025467_C0000737,Edge from Mesenteric Cyst to Abdominal Pain,1
C0025467,C1257861,Directed,C0025467_C1257861,Edge from Mesenteric Cyst to Colonic Inertia,1
C0025467,C0011991,Directed,C0025467_C0011991,Edge from Mesenteric Cyst to Diarrhea,1
C0025467,C0013395,Directed,C0025467_C0013395,Edge from Mesenteric Cyst to Dyspepsia,1
C0025467,C0018834,Directed,C0025467_C0018834,Edge from Mesenteric Cyst to Heartburn,1
C0025467,C0455988,Directed,C0025467_C0455988,"Edge from Mesenteric Cyst to Hydrops Fetalis, Non-Immune",1
C0025467,C0458257,Directed,C0025467_C0458257,"Edge from Mesenteric Cyst to Pain, Splitting",1
C0025467,C0042963,Directed,C0025467_C0042963,Edge from Mesenteric Cyst to Vomiting,1
C0025469,C0000727,Directed,C0025469_C0000727,"Edge from Mesenteric Lymphadenitis to Abdomen, Acute",1
C0025469,C0000737,Directed,C0025469_C0000737,Edge from Mesenteric Lymphadenitis to Abdominal Pain,1
C0025469,C0235229,Directed,C0025469_C0235229,Edge from Mesenteric Lymphadenitis to Ciliary Body Spasm,1
C0025469,C1257861,Directed,C0025469_C1257861,Edge from Mesenteric Lymphadenitis to Colonic Inertia,1
C0025469,C0011991,Directed,C0025469_C0011991,Edge from Mesenteric Lymphadenitis to Diarrhea,1
C0025469,C0015967,Directed,C0025469_C0015967,Edge from Mesenteric Lymphadenitis to Fever,1
C0025469,C0015970,Directed,C0025469_C0015970,Edge from Mesenteric Lymphadenitis to Fever of Unknown Origin,1
C0025469,C0458257,Directed,C0025469_C0458257,"Edge from Mesenteric Lymphadenitis to Pain, Splitting",1
C0025469,C0034150,Directed,C0025469_C0034150,Edge from Mesenteric Lymphadenitis to Purpura,1
C0025469,C1262477,Directed,C0025469_C1262477,Edge from Mesenteric Lymphadenitis to Weight Loss,1
C0025472,C0000727,Directed,C0025472_C0000727,"Edge from Mesenteric Vascular Occlusion to Abdomen, Acute",1
C0025472,C0000737,Directed,C0025472_C0000737,Edge from Mesenteric Vascular Occlusion to Abdominal Pain,1
C0025472,C1257861,Directed,C0025472_C1257861,Edge from Mesenteric Vascular Occlusion to Colonic Inertia,1
C0025472,C0011991,Directed,C0025472_C0011991,Edge from Mesenteric Vascular Occlusion to Diarrhea,1
C0025472,C0013395,Directed,C0025472_C0013395,Edge from Mesenteric Vascular Occlusion to Dyspepsia,1
C0025472,C0020440,Directed,C0025472_C0020440,Edge from Mesenteric Vascular Occlusion to Hypercapnia,1
C0025472,C0021775,Directed,C0025472_C0021775,Edge from Mesenteric Vascular Occlusion to Intermittent Claudication,1
C0025472,C0458257,Directed,C0025472_C0458257,"Edge from Mesenteric Vascular Occlusion to Pain, Splitting",1
C0025472,C0042963,Directed,C0025472_C0042963,Edge from Mesenteric Vascular Occlusion to Vomiting,1
C0025472,C1262477,Directed,C0025472_C1262477,Edge from Mesenteric Vascular Occlusion to Weight Loss,1
C0025476,C0037384,Directed,C0025476_C0037384,Edge from Mesial Movement of Teeth to Snoring,1
C0025490,C1452968,Directed,C0025490_C1452968,Edge from Mesonephroma to Androgenization,1
C0025490,C0015967,Directed,C0025490_C0015967,Edge from Mesonephroma to Fever,1
C0025490,C0877781,Directed,C0025490_C0877781,Edge from Mesonephroma to Hemicrania,1
C0025490,C0751203,Directed,C0025490_C0751203,"Edge from Mesonephroma to Horner Syndrome, Acquired",1
C0025490,C0027497,Directed,C0025490_C0027497,Edge from Mesonephroma to Nausea,1
C0025490,C0458257,Directed,C0025490_C0458257,"Edge from Mesonephroma to Pain, Splitting",1
C0025490,C0542142,Directed,C0025490_C0542142,Edge from Mesonephroma to Recurrent Laryngeal Nerve Paralysis,1
C0025490,C0234544,Directed,C0025490_C0234544,Edge from Mesonephroma to Todd Paralysis,1
C0025490,C0750949,Directed,C0025490_C0750949,Edge from Mesonephroma to Vertebrogenic Pain Syndrome,1
C3714739,C0458257,Directed,C3714739_C0458257,"Edge from Mesothelial Neoplasms to Pain, Splitting",1
C0025500,C0000737,Directed,C0025500_C0000737,Edge from Mesothelioma to Abdominal Pain,1
C0025500,C0008031,Directed,C0025500_C0008031,Edge from Mesothelioma to Chest Pain,1
C0025500,C0010200,Directed,C0025500_C0010200,Edge from Mesothelioma to Coughing,1
C0025500,C0015967,Directed,C0025500_C0015967,Edge from Mesothelioma to Fever,1
C0025500,C0015970,Directed,C0025500_C0015970,Edge from Mesothelioma to Fever of Unknown Origin,1
C0025500,C0027497,Directed,C0025500_C0027497,Edge from Mesothelioma to Nausea,1
C0025500,C0085619,Directed,C0025500_C0085619,Edge from Mesothelioma to Orthopnea,2
C0025500,C0458257,Directed,C0025500_C0458257,"Edge from Mesothelioma to Pain, Splitting",1
C0025500,C0860634,Directed,C0025500_C0860634,Edge from Mesothelioma to Psychogenic coma,1
C0025500,C1262477,Directed,C0025500_C1262477,Edge from Mesothelioma to Weight Loss,1
C0206680,C0000727,Directed,C0206680_C0000727,"Edge from Mesothelioma, Cystic to Abdomen, Acute",1
C0206680,C0000737,Directed,C0206680_C0000737,"Edge from Mesothelioma, Cystic to Abdominal Pain",1
C0206680,C0003862,Directed,C0206680_C0003862,"Edge from Mesothelioma, Cystic to Arthralgia",1
C0206680,C0011991,Directed,C0206680_C0011991,"Edge from Mesothelioma, Cystic to Diarrhea",1
C0206680,C0085619,Directed,C0206680_C0085619,"Edge from Mesothelioma, Cystic to Orthopnea",1
C0206680,C0030794,Directed,C0206680_C0030794,"Edge from Mesothelioma, Cystic to Pelvic Pain",1
C0025517,C0005612,Directed,C0025517_C0005612,Edge from Metabolic Diseases to Birth Weight,1
C0025517,C0005910,Directed,C0025517_C0005910,Edge from Metabolic Diseases to Body Weight,1
C0025517,C0011991,Directed,C0025517_C0011991,Edge from Metabolic Diseases to Diarrhea,1
C0025517,C0020438,Directed,C0025517_C0020438,Edge from Metabolic Diseases to Hypercalciuria,1
C0025517,C0028756,Directed,C0025517_C0028756,Edge from Metabolic Diseases to Morbid obesity,1
C0025517,C3495874,Directed,C0025517_C3495874,Edge from Metabolic Diseases to Nonepileptic Seizures,1
C0025517,C0028754,Directed,C0025517_C0028754,Edge from Metabolic Diseases to Obesity,1
C0025517,C0860634,Directed,C0025517_C0860634,Edge from Metabolic Diseases to Psychogenic coma,1
C0025517,C0033931,Directed,C0025517_C0033931,Edge from Metabolic Diseases to Psychophysiologic Disorders,1
C0025517,C0043094,Directed,C0025517_C0043094,Edge from Metabolic Diseases to Weight Gain,1
C0025530,C0000729,Directed,C0025530_C0000729,Edge from Metagonimiasis to Abdominal Cramps,1
C0025530,C0000737,Directed,C0025530_C0000737,Edge from Metagonimiasis to Abdominal Pain,1
C0025530,C0004093,Directed,C0025530_C0004093,Edge from Metagonimiasis to Asthenia,1
C0025530,C0011991,Directed,C0025530_C0011991,Edge from Metagonimiasis to Diarrhea,1
C0025530,C0086395,Directed,C0025530_C0086395,"Edge from Metagonimiasis to Hearing Loss, Extreme",1
C0025530,C0033774,Directed,C0025530_C0033774,Edge from Metagonimiasis to Pruritus,1
C0025530,C0544679,Directed,C0025530_C0544679,"Edge from Metagonimiasis to Scotoma, Paracecal",1
C0025530,C0154333,Directed,C0025530_C0154333,Edge from Metagonimiasis to Subacute Delirium,1
C0025530,C0234544,Directed,C0025530_C0234544,Edge from Metagonimiasis to Todd Paralysis,1
C0025530,C1262477,Directed,C0025530_C1262477,Edge from Metagonimiasis to Weight Loss,1
C0025534,C0011991,Directed,C0025534_C0011991,"Edge from Metal Metabolism, Inborn Errors to Diarrhea",1
C0025534,C0454596,Directed,C0025534_C0454596,"Edge from Metal Metabolism, Inborn Errors to Dysarthria, Spastic",1
C0025534,C0751512,Directed,C0025534_C0751512,"Edge from Metal Metabolism, Inborn Errors to Dysglossia",1
C0025534,C0013604,Directed,C0025534_C0013604,"Edge from Metal Metabolism, Inborn Errors to Edema",1
C0025534,C0274285,Directed,C0025534_C0274285,"Edge from Metal Metabolism, Inborn Errors to Hypothermia, Accidental",1
C0025534,C0339693,Directed,C0025534_C0339693,"Edge from Metal Metabolism, Inborn Errors to Internal Ophthalmoplegia",1
C0025534,C0242183,Directed,C0025534_C0242183,"Edge from Metal Metabolism, Inborn Errors to Jaundice, Hemolytic",1
C0025534,C3495874,Directed,C0025534_C3495874,"Edge from Metal Metabolism, Inborn Errors to Nonepileptic Seizures",1
C0025534,C0454606,Directed,C0025534_C0454606,"Edge from Metal Metabolism, Inborn Errors to Oral Dyskinesia",1
C0025534,C0917812,Directed,C0025534_C0917812,"Edge from Metal Metabolism, Inborn Errors to Tetanilla",1
C0025568,C0000737,Directed,C0025568_C0000737,Edge from Metaplasia to Abdominal Pain,1
C0025568,C0005910,Directed,C0025568_C0005910,Edge from Metaplasia to Body Weight,1
C0025568,C0013428,Directed,C0025568_C0013428,Edge from Metaplasia to Dysuria,1
C0025568,C0751201,Directed,C0025568_C0751201,Edge from Metaplasia to Neurogenic Hoarseness,1
C0025568,C0028754,Directed,C0025568_C0028754,Edge from Metaplasia to Obesity,1
C0025568,C0423640,Directed,C0025568_C0423640,Edge from Metaplasia to Right Flank Pain,1
C0025587,C0392699,Directed,C0025587_C0392699,Edge from Metatarsalgia to Dysesthesia,1
C0025587,C0027796,Directed,C0025587_C0027796,Edge from Metatarsalgia to Neuralgia,1
C0025587,C0458257,Directed,C0025587_C0458257,"Edge from Metatarsalgia to Pain, Splitting",1
C0025637,C0004158,Directed,C0025637_C0004158,Edge from Methemoglobinemia to Athetosis,1
C0025637,C0010520,Directed,C0025637_C0010520,Edge from Methemoglobinemia to Cyanosis,2
C0025637,C0011991,Directed,C0025637_C0011991,Edge from Methemoglobinemia to Diarrhea,1
C0025637,C0019048,Directed,C0025637_C0019048,Edge from Methemoglobinemia to Hemoglobinuria,1
C0025637,C0011992,Directed,C0025637_C0011992,Edge from Methemoglobinemia to Infantile Diarrhea,1
C0025637,C0085619,Directed,C0025637_C0085619,Edge from Methemoglobinemia to Orthopnea,1
C0025637,C0860634,Directed,C0025637_C0860634,Edge from Methemoglobinemia to Psychogenic coma,1
C0025637,C3887612,Directed,C0025637_C3887612,Edge from Methemoglobinemia to Psychomotor Agitation,1
C0025637,C0040460,Directed,C0025637_C0040460,Edge from Methemoglobinemia to Toothache,1
C0025637,C0042963,Directed,C0025637_C0042963,Edge from Methemoglobinemia to Vomiting,1
C0025874,C0000727,Directed,C0025874_C0000727,"Edge from Metrorrhagia to Abdomen, Acute",1
C0025874,C0000729,Directed,C0025874_C0000729,Edge from Metrorrhagia to Abdominal Cramps,1
C0025874,C0013390,Directed,C0025874_C0013390,Edge from Metrorrhagia to Dysmenorrhea,1
C0025874,C0019079,Directed,C0025874_C0019079,Edge from Metrorrhagia to Hemoptysis,1
C0025874,C0028756,Directed,C0025874_C0028756,Edge from Metrorrhagia to Morbid obesity,1
C0025874,C0028754,Directed,C0025874_C0028754,Edge from Metrorrhagia to Obesity,1
C0025874,C0458257,Directed,C0025874_C0458257,"Edge from Metrorrhagia to Pain, Splitting",1
C0025874,C0700200,Directed,C0025874_C0700200,Edge from Metrorrhagia to Presyncope,1
C0025874,C0033931,Directed,C0025874_C0033931,Edge from Metrorrhagia to Psychophysiologic Disorders,1
C0025874,C0857305,Directed,C0025874_C0857305,Edge from Metrorrhagia to Thrombocytopenic purpura,1
C0025945,C0948089,Directed,C0025945_C0948089,"Edge from Microangiopathy, Diabetic to Acute Coronary Syndrome",1
C0025945,C0001925,Directed,C0025945_C0001925,"Edge from Microangiopathy, Diabetic to Albuminuria",1
C0025945,C0002962,Directed,C0025945_C0002962,"Edge from Microangiopathy, Diabetic to Angina Pectoris",1
C0025945,C0005910,Directed,C0025945_C0005910,"Edge from Microangiopathy, Diabetic to Body Weight",1
C0025945,C0152020,Directed,C0025945_C0152020,"Edge from Microangiopathy, Diabetic to Gastroparesis",1
C0025945,C0021775,Directed,C0025945_C0021775,"Edge from Microangiopathy, Diabetic to Intermittent Claudication",1
C0025945,C0086666,Directed,C0025945_C0086666,"Edge from Microangiopathy, Diabetic to Myocardial Preinfarction Syndrome",1
C0025945,C0028754,Directed,C0025945_C0028754,"Edge from Microangiopathy, Diabetic to Obesity",1
C0025945,C0033687,Directed,C0025945_C0033687,"Edge from Microangiopathy, Diabetic to Proteinuria",1
C0025945,C1262477,Directed,C0025945_C1262477,"Edge from Microangiopathy, Diabetic to Weight Loss",1
C0025958,C0005612,Directed,C0025958_C0005612,Edge from Microcephaly to Birth Weight,1
C0025958,C0005910,Directed,C0025958_C0005910,Edge from Microcephaly to Body Weight,1
C0025958,C0221263,Directed,C0025958_C0221263,Edge from Microcephaly to Cafe-au-Lait Spots,1
C0025958,C0026825,Directed,C0025958_C0026825,Edge from Microcephaly to Flaccid Muscle Tone,1
C0025958,C0086395,Directed,C0025958_C0086395,"Edge from Microcephaly to Hearing Loss, Extreme",1
C0025958,C0026838,Directed,C0025958_C0026838,Edge from Microcephaly to Muscle Spasticity,1
C0025958,C3495874,Directed,C0025958_C3495874,Edge from Microcephaly to Nonepileptic Seizures,1
C0025958,C0028754,Directed,C0025958_C0028754,Edge from Microcephaly to Obesity,1
C0025958,C5441816,Directed,C0025958_C5441816,Edge from Microcephaly to Psychomotor Impairment,1
C0025958,C0270790,Directed,C0025958_C0270790,Edge from Microcephaly to Quadriparesis,1
C0025988,C0751512,Directed,C0025988_C0751512,Edge from Microglossia to Dysglossia,1
C0025988,C0013421,Directed,C0025988_C0013421,Edge from Microglossia to Dystonia,1
C0025988,C0013604,Directed,C0025988_C0013604,Edge from Microglossia to Edema,1
C0025988,C0541957,Directed,C0025988_C0541957,"Edge from Microglossia to Fasciculation, Skeletal Muscle",1
C0025988,C0017672,Directed,C0025988_C0017672,Edge from Microglossia to Glossalgia,1
C0025988,C0018520,Directed,C0025988_C0018520,Edge from Microglossia to Halitosis,1
C0025988,C0029163,Directed,C0025988_C0029163,Edge from Microglossia to Oral Hemorrhage,1
C0025988,C0029166,Directed,C0025988_C0029166,Edge from Microglossia to Oral Manifestations,1
C0025988,C0542142,Directed,C0025988_C0542142,Edge from Microglossia to Recurrent Laryngeal Nerve Paralysis,1
C0025988,C5392959,Directed,C0025988_C5392959,Edge from Microglossia to Taste Dysfunction,1
C0025990,C0003578,Directed,C0025990_C0003578,Edge from Micrognathism to Apnea,1
C0025990,C0751257,Directed,C0025990_C0751257,"Edge from Micrognathism to Auditory Processing Disorder, Central",1
C0025990,C0221263,Directed,C0025990_C0221263,Edge from Micrognathism to Cafe-au-Lait Spots,1
C0025990,C0018777,Directed,C0025990_C0018777,Edge from Micrognathism to Conductive hearing loss,1
C0025990,C0086395,Directed,C0025990_C0086395,"Edge from Micrognathism to Hearing Loss, Extreme",1
C0025990,C0019572,Directed,C0025990_C0019572,Edge from Micrognathism to Hirsutism,1
C0025990,C0232255,Directed,C0025990_C0232255,Edge from Micrognathism to Innocent Murmurs,1
C0025990,C0343495,Directed,C0025990_C0343495,Edge from Micrognathism to Lockjaw,1
C0025990,C0700153,Directed,C0025990_C0700153,Edge from Micrognathism to Myotonus (finding),1
C0025990,C0037384,Directed,C0025990_C0037384,Edge from Micrognathism to Snoring,1
C1449861,C0005910,Directed,C1449861_C0005910,"Edge from Micronuclei, Chromosome-Defective to Body Weight",1
C1449861,C0015967,Directed,C1449861_C0015967,"Edge from Micronuclei, Chromosome-Defective to Fever",1
C1449861,C0016382,Directed,C1449861_C0016382,"Edge from Micronuclei, Chromosome-Defective to Flushing",1
C1449861,C0274285,Directed,C1449861_C0274285,"Edge from Micronuclei, Chromosome-Defective to Hypothermia, Accidental",1
C1449861,C0751648,Directed,C1449861_C0751648,"Edge from Micronuclei, Chromosome-Defective to Recurrent Low Back Pain",1
C0026010,C0750903,Directed,C0026010_C0750903,"Edge from Microphthalmos to Amblyopia, Suppression",1
C0026010,C0751612,Directed,C0026010_C0751612,"Edge from Microphthalmos to Anisocoria, Physiologic",1
C0026010,C1879328,Directed,C0026010_C1879328,Edge from Microphthalmos to Blindness both eyes NOS (disorder),1
C0026010,C0015938,Directed,C0026010_C0015938,Edge from Microphthalmos to Fetal Macrosomia,1
C0026010,C0086395,Directed,C0026010_C0086395,"Edge from Microphthalmos to Hearing Loss, Extreme",1
C0026010,C0026838,Directed,C0026010_C0026838,Edge from Microphthalmos to Muscle Spasticity,1
C0026010,C0271131,Directed,C0026010_C0271131,Edge from Microphthalmos to Occluded Pupils,1
C0026010,C0684343,Directed,C0026010_C0684343,Edge from Microphthalmos to Pseudophakia,1
C0026010,C5441816,Directed,C0026010_C5441816,Edge from Microphthalmos to Psychomotor Impairment,1
C0026010,C3665347,Directed,C0026010_C3665347,Edge from Microphthalmos to Visual Impairment,1
C0344452,C0155503,Directed,C0344452_C0155503,Edge from Microprolactinoma to Central Nervous System Origin Vertigo,1
C0344452,C0007815,Directed,C0344452_C0007815,Edge from Microprolactinoma to Cerebrospinal Fluid Rhinorrhea,1
C0344452,C0271202,Directed,C0344452_C0271202,"Edge from Microprolactinoma to Hemianopsia, Homonymous",1
C0344452,C0877781,Directed,C0344452_C0877781,Edge from Microprolactinoma to Hemicrania,1
C0344452,C0019572,Directed,C0344452_C0019572,Edge from Microprolactinoma to Hirsutism,1
C0344452,C0242706,Directed,C0344452_C0242706,Edge from Microprolactinoma to Hyperoxia,1
C0344452,C0027497,Directed,C0344452_C0027497,Edge from Microprolactinoma to Nausea,1
C0344452,C0028754,Directed,C0344452_C0028754,Edge from Microprolactinoma to Obesity,1
C0344452,C0544679,Directed,C0344452_C0544679,"Edge from Microprolactinoma to Scotoma, Paracecal",1
C0344452,C3665347,Directed,C0344452_C3665347,Edge from Microprolactinoma to Visual Impairment,1
C2347126,C0003862,Directed,C2347126_C0003862,Edge from Microscopic Polyarteritis to Arthralgia,1
C2347126,C3665473,Directed,C2347126_C3665473,Edge from Microscopic Polyarteritis to Bilateral Deafness,1
C2347126,C0015970,Directed,C2347126_C0015970,Edge from Microscopic Polyarteritis to Fever of Unknown Origin,1
C2347126,C0877781,Directed,C2347126_C0877781,Edge from Microscopic Polyarteritis to Hemicrania,1
C2347126,C0019079,Directed,C2347126_C0019079,Edge from Microscopic Polyarteritis to Hemoptysis,1
C2347126,C0085642,Directed,C2347126_C0085642,Edge from Microscopic Polyarteritis to Livedo Reticularis,1
C2347126,C0085619,Directed,C2347126_C0085619,Edge from Microscopic Polyarteritis to Orthopnea,1
C2347126,C0033687,Directed,C2347126_C0033687,Edge from Microscopic Polyarteritis to Proteinuria,1
C2347126,C0751648,Directed,C2347126_C0751648,Edge from Microscopic Polyarteritis to Recurrent Low Back Pain,1
C2347126,C0042024,Directed,C2347126_C0042024,Edge from Microscopic Polyarteritis to Urinary Incontinence,1
C0085407,C0005910,Directed,C0085407_C0005910,Edge from Microsporidiosis to Body Weight,1
C0085407,C0011991,Directed,C0085407_C0011991,Edge from Microsporidiosis to Diarrhea,1
C0085407,C0015967,Directed,C0085407_C0015967,Edge from Microsporidiosis to Fever,1
C0085407,C0027497,Directed,C0085407_C0027497,Edge from Microsporidiosis to Nausea,1
C0085407,C3665347,Directed,C0085407_C3665347,Edge from Microsporidiosis to Visual Impairment,1
C0085407,C0043094,Directed,C0085407_C0043094,Edge from Microsporidiosis to Weight Gain,1
C0085407,C1262477,Directed,C0085407_C1262477,Edge from Microsporidiosis to Weight Loss,1
C0026034,C0003578,Directed,C0026034_C0003578,Edge from Microstomia to Apnea,1
C0026034,C0086395,Directed,C0026034_C0086395,"Edge from Microstomia to Hearing Loss, Extreme",1
C0026034,C0343495,Directed,C0026034_C0343495,Edge from Microstomia to Lockjaw,1
C0026034,C0026826,Directed,C0026034_C0026826,Edge from Microstomia to Muscle Hypertonia,1
